# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = garch11_model
# start_datetime = 2026-08-20 13:54:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /home/m0hawk/Documents/apin/stan/data/garch11.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/garch11/rep0/chain_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/garch11__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,alpha0,alpha1,beta1
-267.84017,0.99252022,0.30393377,4,15,0,269.55998,4.8538329,1.3561224,0.43664683,0.36412229
-267.10924,0.9993629,0.30393377,3,7,0,268.11779,4.9515626,1.623375,0.46142254,0.31031624
-272.17705,0.24448814,0.30393377,3,7,0,274.90574,4.8586495,2.1502002,0.56755669,0.34529177
-268.62749,0.8286961,0.30393377,2,3,0,275.43514,4.8579173,1.6073601,0.64456669,0.21327078
-267.37387,0.99907656,0.30393377,3,7,0,268.923,5.0394849,1.8118434,0.52274372,0.19351552
-267.47444,0.98609356,0.30393377,3,11,0,267.97009,5.0673004,1.3183496,0.68436229,0.21723224
-268.10249,0.99907968,0.30393377,3,7,0,268.52045,5.1859201,1.8230787,0.70539916,0.13434161
-267.65074,0.8208259,0.30393377,3,7,0,269.74462,5.1499024,1.8847296,0.6870987,0.1536319
-267.42113,0.94413502,0.30393377,3,15,0,269.2976,5.1329078,1.0767783,0.55413541,0.37560658
-266.9424,0.97008188,0.30393377,3,15,0,269.89044,4.969459,1.1065996,0.50018553,0.38326737
-267.82221,0.79412401,0.30393377,2,7,0,269.22182,5.0040932,1.0253486,0.55099645,0.29972273
-268.10603,1,0.30393377,3,15,0,268.34714,5.088835,1.1228431,0.58085434,0.38330508
-268.77491,0.97879908,0.30393377,4,15,0,270.12934,5.2699565,1.3831899,0.58066157,0.23268592
-267.5467,0.98462394,0.30393377,3,7,0,269.27201,5.0769145,1.8527448,0.67546734,0.21003669
-268.03083,0.93784306,0.30393377,2,3,0,268.65029,5.126624,1.6612324,0.64951622,0.14108429
-269.28383,0.95194113,0.30393377,3,7,0,271.27533,5.1316479,2.4293188,0.39352241,0.2603513
-269.2977,0.75669884,0.30393377,4,15,0,272.25828,5.1855615,1.4011394,0.78763281,0.18930901
-268.2023,0.93302813,0.30393377,3,15,0,269.89777,5.1303195,1.331522,0.66521836,0.29823438
-269.81107,0.99996605,0.30393377,2,7,0,271.04352,5.1703583,1.2424218,0.72454194,0.26690856
-267.86749,0.99350971,0.30393377,3,15,0,270.59294,4.9204036,1.0274442,0.5817168,0.33255431
-268.84645,0.95299438,0.30393377,4,15,0,269.39949,4.8408266,0.99855552,0.5660568,0.35511846
-268.5181,1,0.30393377,4,15,0,269.68228,5.2005316,2.1764354,0.52239519,0.14832633
-267.52837,0.88997292,0.30393377,3,11,0,269.679,4.9779925,1.7114395,0.59763042,0.28157644
-270.50668,0.99234091,0.30393377,4,15,0,271.10424,5.3519919,1.3827978,0.70080127,0.23606411
-268.34247,0.98804702,0.30393377,3,15,0,273.13875,5.055376,0.92528534,0.33658188,0.51133213
-269.91171,0.98558042,0.30393377,4,15,0,270.91101,5.1321569,1.7093554,0.74853078,0.23580293
-268.18553,0.9959759,0.30393377,4,15,0,270.71618,5.0731338,0.72839205,0.57040032,0.38031814
-267.92163,0.99056318,0.30393377,3,15,0,270.46881,4.9638011,2.08796,0.65954656,0.15508115
-267.76898,0.8975356,0.30393377,3,7,0,269.09785,4.9566724,1.5279267,0.53581612,0.22044755
-266.90686,0.9706825,0.30393377,4,15,0,268.32287,4.9681021,1.1256146,0.49499698,0.37602315
-267.33695,0.9241206,0.30393377,3,11,0,269.77555,5.1194465,1.4285854,0.68469587,0.21810569
-267.37171,0.93241388,0.30393377,4,15,0,268.54095,4.9243994,1.4325103,0.54340759,0.33494186
-267.48504,0.99337059,0.30393377,3,15,0,268.75909,5.0881098,1.745717,0.70134536,0.16070622
-269.865,0.97227651,0.30393377,3,7,0,270.17368,5.3348048,1.8693313,0.69997593,0.16186627
-271.24793,0.91423765,0.30393377,2,3,0,271.36489,5.3601065,1.7444539,0.72887501,0.10401313
-270.65394,0.98295424,0.30393377,3,7,0,271.87608,5.3396259,2.15871,0.67497945,0.18858441
-271.28931,0.96309154,0.30393377,4,15,0,273.7705,5.3412539,1.9150137,0.76947308,0.18224496
-270.10968,0.9941911,0.30393377,4,15,0,273.3651,4.9979268,1.5788877,0.83432582,0.14292841
-268.02434,0.95754961,0.30393377,4,15,0,272.28724,4.8868407,1.3960254,0.59053122,0.32156402
-270.24445,0.9137081,0.30393377,4,15,0,272.87027,5.2758231,1.1935876,0.50268908,0.43207198
-268.13884,0.95519964,0.30393377,3,15,0,272.26407,5.1259504,1.3642439,0.52459152,0.22940378
-269.69234,0.98345965,0.30393377,3,7,0,272.36958,5.1415743,3.048559,0.4944267,0.095394458
-272.53718,0.58047902,0.30393377,3,7,0,274.96164,5.1284711,1.7494214,0.4553286,0.11269194
-268.14861,0.99805267,0.30393377,4,15,0,274.07453,4.8620561,1.6190843,0.47996732,0.35581463
-267.66495,0.99993435,0.30393377,4,15,0,269.46626,5.0513611,0.78909897,0.46647228,0.41635268
-269.5905,0.70805947,0.30393377,4,15,0,275.76035,4.9661864,0.83495291,0.36076155,0.56860151
-268.73826,1,0.30393377,4,15,0,270.81528,4.9891882,1.8866642,0.70213392,0.10826427
-267.60852,0.99946101,0.30393377,4,15,0,269.51336,5.0610065,1.732106,0.42088059,0.27563893
-267.46638,0.78918925,0.30393377,2,3,0,268.87372,5.0844393,1.5059997,0.43383058,0.29934509
-268.93381,0.9989274,0.30393377,4,15,0,270.28725,5.1307652,2.3256746,0.72664714,0.077770635
-268.37392,0.98248576,0.30393377,4,15,0,270.52446,4.9016213,1.6460572,0.68639584,0.20100405
-268.72959,0.94225663,0.30393377,3,7,0,270.13862,4.8667345,1.6387059,0.53940912,0.20454433
-269.08917,0.99494489,0.30393377,4,15,0,270.97527,5.0361582,2.1873708,0.57434773,0.084519768
-268.50498,0.99685904,0.30393377,4,15,0,271.77594,5.1201104,1.9818767,0.47606049,0.32101564
-267.56387,1,0.30393377,2,3,0,268.31168,5.1209436,1.8321905,0.4689948,0.29870255
-267.18667,0.98914737,0.30393377,4,15,0,269.51372,5.013573,1.1975262,0.59821495,0.33143672
-268.13225,0.9582289,0.30393377,3,7,0,268.6375,5.064483,0.84818596,0.61510591,0.35171369
-269.46465,0.99066635,0.30393377,3,7,0,269.57909,4.9735048,0.85771291,0.52947529,0.45811336
-270.12635,0.91464299,0.30393377,4,15,0,273.00838,5.1304199,1.8181061,0.72083201,0.067812818
-271.3117,0.90746687,0.30393377,4,15,0,273.77073,5.2220773,0.50811457,0.45158944,0.45459648
-267.91358,1,0.30393377,4,15,0,271.4181,4.9648966,1.2948295,0.66827522,0.27813045
-268.03742,0.97404946,0.30393377,3,11,0,268.86099,5.151838,0.91589266,0.49138582,0.35989081
-267.73785,1,0.30393377,4,15,0,268.29156,4.9580313,0.95203098,0.57474951,0.33774864
-268.18547,0.97960202,0.30393377,3,11,0,270.18061,5.1641982,2.0718672,0.65441426,0.20190501
-268.56511,1,0.30393377,3,7,0,268.72167,5.216244,1.7058282,0.68099328,0.13184853
-268.08961,0.91219325,0.30393377,4,15,0,269.74077,5.0367173,1.6408764,0.6255445,0.14887541
-267.89643,0.99589479,0.30393377,3,15,0,269.15955,4.9319173,1.9093615,0.430861,0.32156215
-269.95111,0.70332766,0.30393377,3,15,0,270.80412,4.8256372,1.8344573,0.53575135,0.34714452
-269.17532,0.98708585,0.30393377,3,15,0,271.06331,4.8834002,1.1835815,0.5877854,0.24933454
-270.66895,0.87903894,0.30393377,2,3,0,271.22418,4.8744383,1.228738,0.59365505,0.20566301
-268.35263,0.98608906,0.30393377,4,15,0,272.23918,4.9492384,1.7955873,0.46250987,0.20260169
-268.13301,0.50377818,0.30393377,2,3,0,273.01092,4.9102275,1.9668549,0.42198899,0.24390626
-267.3624,0.99107529,0.30393377,3,15,0,269.37701,4.9695155,1.1025683,0.59624872,0.32628834
-266.83341,0.99958566,0.30393377,3,15,0,267.69156,5.0063437,1.659234,0.56092842,0.24259869
-266.67777,0.98250891,0.30393377,4,15,0,268.13031,5.0606531,1.4241445,0.55800303,0.27829901
-267.63895,0.9055022,0.30393377,3,11,0,268.54638,4.943091,1.5687497,0.65833533,0.22596517
-268.13993,0.97875908,0.30393377,3,15,0,269.64795,4.9817028,1.1319558,0.68058348,0.26288184
-269.44867,0.99113296,0.30393377,3,7,0,270.53479,4.9223919,1.4736153,0.74599056,0.22597109
-267.57206,0.96740798,0.30393377,3,7,0,270.89989,4.9522053,1.6478087,0.65620728,0.20706974
-267.66714,0.96809323,0.30393377,2,3,0,268.06765,4.9654115,1.9092622,0.6460578,0.21164591
-270.22791,0.94717633,0.30393377,3,15,0,273.07813,4.9989442,0.78117105,0.67591945,0.31112041
-270.22963,0.92228961,0.30393377,4,15,0,273.16419,4.8555769,1.480562,0.53349623,0.19405689
-268.00977,1,0.30393377,2,3,0,269.91921,4.8516634,1.5592233,0.54473305,0.26750675
-268.86467,0.9802216,0.30393377,3,15,0,269.87182,4.8868704,2.4307943,0.56495272,0.12679431
-268.2055,0.9905856,0.30393377,4,15,0,270.51415,5.1898906,0.97784868,0.5826483,0.37018129
-267.1603,0.98089438,0.30393377,3,7,0,268.79317,5.0119345,1.0700092,0.58739723,0.33925583
-267.26786,0.98258273,0.30393377,4,15,0,267.90557,4.9537273,1.1440275,0.52339775,0.38798057
-268.26185,0.92384524,0.30393377,3,7,0,269.05483,4.9387635,1.5918981,0.34300195,0.40000204
-270.25029,0.40550193,0.30393377,3,15,0,272.33737,4.9469608,1.1749903,0.69300817,0.17982347
-268.46325,1,0.30393377,2,3,0,270.6304,4.9537558,1.5625645,0.6975179,0.25354846
-267.9201,0.95209716,0.30393377,4,15,0,269.7386,5.1625602,1.7058859,0.4467223,0.2670791
-268.76227,0.99557422,0.30393377,3,7,0,268.8882,5.1680737,1.8963768,0.38510527,0.32244244
-269.37972,0.92695432,0.30393377,4,15,0,270.42947,4.8366643,1.4608351,0.63917455,0.30499863
-268.97645,0.90043045,0.30393377,4,15,0,272.23895,4.8295231,1.9813588,0.51974772,0.18445935
-268.64202,0.94258631,0.30393377,3,7,0,270.0539,4.9216608,1.9282769,0.48789425,0.17034584
-267.77155,1,0.30393377,3,7,0,268.64043,4.9790863,2.1825775,0.50096532,0.24609106
-266.879,0.99981987,0.30393377,4,15,0,269.14421,5.0728616,1.5664004,0.56870287,0.22999133
-266.93498,0.95340739,0.30393377,4,15,0,267.36947,4.9829109,1.4246127,0.55656582,0.26606781
-267.77987,0.7333782,0.30393377,3,7,0,269.18186,5.162982,1.3894729,0.52982274,0.24522301
-267.698,0.98039084,0.30393377,3,15,0,268.87987,5.1676423,1.0117194,0.56872342,0.36634269
-267.32497,0.97865241,0.30393377,3,7,0,268.29355,5.0669512,1.1080952,0.63663469,0.29519627
-269.1428,0.86421932,0.30393377,3,7,0,269.39576,5.0380765,1.2600844,0.58332777,0.39237141
-268.60851,0.99512841,0.30393377,4,15,0,269.69567,5.1590922,1.0304623,0.67050114,0.23676017
-268.52417,0.99875491,0.30393377,4,15,0,270.00717,4.9793204,2.4001523,0.48760636,0.24821608
-269.89408,0.98671423,0.30393377,4,15,0,271.26246,4.7839489,1.0104406,0.45053828,0.48183961
-270.69821,0.9987851,0.30393377,4,15,0,271.18573,5.3033687,2.1665499,0.62997888,0.075840331
-272.96847,0.64016233,0.30393377,4,15,0,279.18642,5.224981,3.5125084,0.34835522,0.16237279
-268.4716,1,0.30393377,2,7,0,273.61013,5.1183053,1.9183281,0.53417122,0.13639159
-268.62421,0.85106978,0.30393377,3,15,0,272.43639,5.1638586,2.1941446,0.45826344,0.26775984
-272.13218,0.95455071,0.30393377,4,15,0,273.31797,4.9226384,1.5927854,0.75854978,0.23902619
-272.206,0.9840228,0.30393377,4,15,0,274.33336,5.2284816,0.78057977,0.54525715,0.45237997
-268.65523,0.88596334,0.30393377,4,15,0,273.18935,4.8443311,0.98490082,0.48197141,0.37307471
-268.75691,0.99865403,0.30393377,3,11,0,270.60206,5.267718,1.3408294,0.52313499,0.27669105
-268.1649,0.99874927,0.30393377,3,7,0,269.15625,5.2019721,1.6976699,0.48744047,0.32003844
-270.10972,0.81045614,0.30393377,2,3,0,270.22764,5.2043681,1.9286607,0.47312913,0.36070699
-270.67199,0.94784818,0.30393377,3,15,0,273.57075,5.2108955,1.7725912,0.3886489,0.42408826
-268.68375,0.97424399,0.30393377,3,11,0,272.21185,4.9675027,1.3687606,0.7421908,0.21384713
-269.48987,0.95907086,0.30393377,3,7,0,271.19264,4.8583193,1.4609809,0.67820237,0.28016632
-266.95493,0.9703769,0.30393377,3,7,0,270.1018,5.1193222,1.360294,0.60151235,0.2841385
-267.08894,0.93809046,0.30393377,3,15,0,269.1463,5.0085665,1.7198786,0.53683382,0.29314859
-267.6653,0.97223631,0.30393377,3,11,0,268.36659,5.0464042,1.2736672,0.67376741,0.21499637
-271.97675,0.90304613,0.30393377,3,11,0,273.10767,5.3561771,1.2894445,0.41671648,0.46158108
-270.98743,0.98377571,0.30393377,4,15,0,276.40112,5.2411477,2.6185436,0.80872727,0.060803242
-271.52502,0.92316862,0.30393377,3,7,0,272.73136,5.167175,1.8162974,0.82808374,0.046194792
-276.7204,0.68055696,0.30393377,3,7,0,278.27811,5.2987177,3.1285564,0.76997116,0.18501185
-275.95547,1,0.30393377,3,7,0,277.82092,5.3100928,0.98827507,0.84037114,0.10251199
-273.44932,0.98335476,0.30393377,4,15,0,277.13182,4.8723275,0.98292549,0.49807797,0.50010965
-275.35055,0.89547337,0.30393377,2,3,0,276.58382,4.8046402,0.77912,0.6496771,0.34963512
-272.54986,1,0.30393377,3,7,0,275.91899,5.077319,1.3241879,0.61569785,0.38297647
-270.80528,0.9993112,0.30393377,4,15,0,274.10362,5.0170448,0.62116124,0.47052271,0.38526174
-270.55858,0.82063449,0.30393377,4,23,0,273.16648,5.1663799,1.6048698,0.82011287,0.1726809
-270.34193,0.97007898,0.30393377,3,7,0,271.19033,5.174957,1.8053373,0.78753396,0.19830104
-269.71328,0.96656589,0.30393377,3,7,0,271.81682,4.9755822,1.1258638,0.75272542,0.2039082
-271.11262,0.94769533,0.30393377,3,7,0,273.48773,4.9404643,1.45945,0.7968789,0.19656263
-271.56525,0.98354959,0.30393377,4,15,0,273.79934,5.079809,0.5106914,0.47549753,0.40622243
-270.97164,1,0.30393377,4,15,0,272.45072,4.9557849,1.2867216,0.58480219,0.40688513
-269.39389,0.99028374,0.30393377,4,15,0,273.51625,5.1750803,0.61474709,0.54229707,0.4279153
-267.8329,0.99969846,0.30393377,4,15,0,270.60753,4.8935655,1.1309753,0.38221288,0.44774153
-267.4477,0.9976744,0.30393377,3,7,0,268.05886,4.9422404,1.0300575,0.40104926,0.44788808
-269.08048,0.97371678,0.30393377,3,7,0,269.59363,4.8137891,0.85180898,0.39755525,0.48973186
-269.33877,0.96226616,0.30393377,4,15,0,271.00969,5.0903063,2.1928209,0.81801964,0.097353027
-267.45903,0.99264009,0.30393377,4,15,0,270.30672,4.9509307,1.4023975,0.61049051,0.30161453
-268.83577,0.89080161,0.30393377,3,15,0,270.52916,5.0796974,1.3656429,0.74269625,0.23904654
-269.92685,0.95609109,0.30393377,3,7,0,270.25997,4.9978722,1.1857705,0.77062979,0.21507493
-269.49329,0.9649316,0.30393377,3,15,0,272.38154,5.0389187,1.27361,0.73056899,0.26039126
-268.69847,0.99186132,0.30393377,3,7,0,269.96832,5.0238016,1.1756801,0.62350709,0.35719372
-269.93554,0.97513203,0.30393377,3,7,0,271.68414,5.3017888,1.0431056,0.64826197,0.31082363
-269.47425,0.98759501,0.30393377,3,7,0,270.68956,5.2314853,0.87294781,0.65982316,0.30046452
-268.94701,0.97138058,0.30393377,3,15,0,272.03995,5.1268366,2.1934918,0.43736679,0.30385078
-267.99105,1,0.30393377,4,15,0,269.494,4.9127087,1.8785415,0.63890975,0.18204537
-267.41955,0.95734468,0.30393377,3,7,0,269.16918,4.9979291,1.6969084,0.58490114,0.28989636
-268.46345,0.86143051,0.30393377,3,11,0,269.9019,5.0411169,0.99280788,0.65357185,0.25310825
-267.8111,0.966188,0.30393377,2,3,0,269.07048,5.0447508,0.97729118,0.63319409,0.29155952
-267.37904,0.88499449,0.30393377,2,7,0,270.25021,5.0570378,1.3044786,0.61300909,0.32298336
-267.6437,0.99230731,0.30393377,3,7,0,268.50106,5.1355418,1.0177978,0.62674749,0.31167643
-267.18986,0.97573027,0.30393377,3,7,0,268.1674,5.0479941,1.1259586,0.48043822,0.42009968
-268.00034,0.90123883,0.30393377,4,15,0,269.41506,4.9335819,1.7817496,0.42440703,0.25447593
-268.28429,0.82156075,0.30393377,3,7,0,270.07036,5.0925467,1.8586598,0.45418353,0.19515224
-269.50128,0.96954803,0.30393377,3,15,0,272.65207,5.1384473,0.97732227,0.36986821,0.53588619
-266.97893,0.99082081,0.30393377,3,15,0,270.73475,5.0097191,1.089624,0.44873534,0.38608267
-267.05188,0.99957001,0.30393377,4,15,0,267.51027,4.959478,1.5923625,0.58180168,0.25132033
-267.25323,0.9771229,0.30393377,4,15,0,267.70487,5.0811641,1.8560834,0.53209125,0.19413396
-267.5031,0.99880128,0.30393377,3,7,0,267.73733,5.0659344,2.1790023,0.60875062,0.17620084
-267.39884,0.99975243,0.30393377,4,15,0,268.13036,4.9535853,1.0845524,0.39981684,0.45025648
-268.69272,0.69904753,0.30393377,3,7,0,270.2757,5.0159875,1.2799337,0.30707093,0.48219839
-267.86906,0.92777944,0.30393377,2,3,0,268.92781,5.0329238,1.25092,0.35152876,0.41980993
-267.2512,0.99780718,0.30393377,3,15,0,268.54958,5.109985,1.6790873,0.67696995,0.20002251
-268.08984,0.97865605,0.30393377,3,7,0,268.89637,5.0593695,2.1568088,0.71845228,0.13183916
-266.93315,0.99926912,0.30393377,3,7,0,268.20629,5.1137161,1.3832336,0.61290215,0.26701682
-268.8344,0.93610523,0.30393377,4,15,0,269.80221,5.1791197,0.86968582,0.58764323,0.38870046
-267.34367,0.99994598,0.30393377,4,15,0,268.91982,5.0685823,0.86360969,0.54259766,0.37820972
-268.46227,0.98325226,0.30393377,3,15,0,269.76022,5.2675834,1.7477811,0.63266205,0.19478144
-267.01588,0.97629671,0.30393377,3,15,0,271.6081,5.1198949,1.2566472,0.5782871,0.32151538
-266.75455,0.97278793,0.30393377,2,7,0,269.54195,5.0363389,1.316677,0.5779644,0.30486186
-266.97814,0.98866156,0.30393377,3,7,0,267.0687,4.9835285,1.277741,0.58742528,0.29299036
-266.77156,0.99977775,0.30393377,4,15,0,267.08492,5.0685613,1.1772619,0.52889766,0.3262153
-267.53985,0.97568418,0.30393377,3,11,0,268.5788,4.91682,1.6955878,0.58535487,0.26642182
-268.0761,0.93999216,0.30393377,4,15,0,268.30686,5.1882988,1.3365606,0.55585761,0.23633041
-267.60444,0.96400686,0.30393377,4,15,0,270.50422,5.0720792,2.2153128,0.59015548,0.14231949
-268.43228,0.97028494,0.30393377,4,19,0,269.2525,5.1098934,1.2097008,0.65228717,0.32358789
-267.07273,0.98867031,0.30393377,3,7,0,268.68431,5.0897815,1.1054994,0.58527224,0.30206869
-268.47481,0.98622159,0.30393377,4,15,0,269.02072,5.1405443,2.461417,0.50141248,0.13374297
-268.67049,0.98671782,0.30393377,3,7,0,270.15934,5.2648905,1.808414,0.50981974,0.24487479
-270.61748,0.9000448,0.30393377,3,7,0,271.60048,5.2924275,2.7885811,0.50381208,0.11653594
-271.25943,0.9131403,0.30393377,4,15,0,273.28386,4.7116464,1.4062846,0.55749681,0.25872442
-268.13191,1,0.30393377,3,7,0,271.60591,5.0161998,1.9570139,0.45255033,0.1896547
-267.26643,0.97214182,0.30393377,3,15,0,269.32438,5.0001211,1.0744705,0.52356558,0.40299097
-268.08986,0.99011761,0.30393377,3,11,0,269.59596,4.9680072,2.034538,0.6626826,0.13322582
-268.74516,0.82823105,0.30393377,4,15,0,270.4805,5.1588595,1.1402953,0.73413792,0.20308586
-268.38919,0.99697079,0.30393377,4,15,0,269.97197,5.094711,1.9844255,0.6228767,0.10519963
-269.55836,0.87247674,0.30393377,4,15,0,270.66608,4.9709085,0.83167133,0.56983816,0.42145492
-270.65276,0.98402079,0.30393377,3,7,0,271.21406,4.840047,0.96334488,0.56653492,0.4220365
-269.40998,0.95514002,0.30393377,3,15,0,276.79041,5.230457,0.87873132,0.63607854,0.28677612
-267.89928,0.98295616,0.30393377,4,15,0,270.78476,5.0844957,1.946141,0.41012034,0.26702134
-270.12573,0.96167656,0.30393377,4,15,0,270.87492,5.0356001,1.7033918,0.80722947,0.18184266
-268.14399,0.98717515,0.30393377,3,7,0,270.51883,5.1143389,1.2897719,0.74058982,0.19838842
-266.94931,0.96165256,0.30393377,4,15,0,269.40231,5.0178509,1.4572691,0.44305533,0.35721162
-268.10427,0.8649027,0.30393377,3,7,0,268.53007,4.8795161,1.4780881,0.53142665,0.25009976
-267.39906,0.94613036,0.30393377,4,15,0,268.92301,5.1765436,1.7675165,0.58549929,0.21106717
-269.23675,0.95736635,0.30393377,4,15,0,270.74757,5.1274043,1.8059242,0.83182775,0.12534577
-267.32306,0.97506324,0.30393377,4,15,0,272.2185,5.1171095,1.3794556,0.67155035,0.24803653
-267.01689,0.98200347,0.30393377,4,15,0,267.75182,5.021445,1.7204131,0.46751179,0.27931419
-267.10902,0.89082278,0.30393377,3,11,0,267.75171,5.0179498,1.4879275,0.58417915,0.30841439
-268.37163,0.98761552,0.30393377,3,11,0,268.6339,4.8469322,1.3436305,0.56366012,0.27787609
-271.68114,0.70199868,0.30393377,3,15,0,272.47947,4.8561897,2.2395196,0.58997644,0.31137127
-267.8444,0.97121721,0.30393377,4,15,0,271.69813,4.8878351,1.9302457,0.54051133,0.21426667
-267.13073,0.97193788,0.30393377,4,15,0,269.11599,5.0418458,1.1800578,0.59924201,0.33082726
-268.41543,0.97168171,0.30393377,3,11,0,268.87309,4.9909726,1.4277401,0.71826541,0.2464234
-267.43526,0.99926028,0.30393377,4,15,0,268.4434,5.0112557,1.2646914,0.66114603,0.2698504
-267.93969,0.98694532,0.30393377,3,15,0,268.8318,5.2010684,1.6122447,0.70259441,0.19682347
-267.06415,0.97295922,0.30393377,3,11,0,269.10122,5.0366416,1.5396792,0.61856276,0.20928875
-267.42828,0.9745653,0.30393377,4,15,0,269.00324,5.1401543,1.0367068,0.44374218,0.41597637
-271.61942,0.93545664,0.30393377,3,15,0,273.24739,5.2143857,2.9978828,0.78142749,0.045205299
-268.62177,0.95419352,0.30393377,3,7,0,273.34315,5.2490034,1.7033631,0.61126548,0.16271569
-267.79794,0.97274933,0.30393377,3,15,0,270.75258,4.8744247,1.0610702,0.45200272,0.43070155
-267.43639,0.92126874,0.30393377,4,15,0,269.46034,4.9899122,2.0466263,0.61293562,0.17687084
-267.07679,0.96495996,0.30393377,4,15,0,268.47598,5.0094254,1.0554461,0.44973069,0.43350313
-268.2744,0.82890183,0.30393377,4,15,0,269.32308,5.0382431,1.2767632,0.44279715,0.45412715
-269.42283,0.79860109,0.30393377,4,15,0,273.2348,5.2504463,0.84481709,0.58827055,0.37800876
-270.19944,0.99024021,0.30393377,3,7,0,271.29537,5.2760657,0.75523707,0.54291811,0.4263218
-270.14107,0.99585331,0.30393377,3,7,0,271.53367,5.2977333,1.0145874,0.63424843,0.33602372
-269.48133,0.99921633,0.30393377,2,3,0,270.3091,5.2680367,1.0089675,0.61983727,0.34523369
-269.43419,0.99738299,0.30393377,4,15,0,271.26636,5.1434061,0.68969474,0.5985381,0.38570467
-269.83336,0.99556996,0.30393377,3,7,0,270.56903,5.1707456,0.70950905,0.58453647,0.40483757
-269.17887,0.94391483,0.30393377,4,15,0,271.81313,5.1537618,0.76031942,0.43896904,0.40583258
