# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = kidscore_momiq_model
# start_datetime = 2026-08-20 13:53:40 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/m0hawk/Documents/apin/stan/data/kidscore_momiq.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/kidscore_momiq/rep0/chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/kidscore_momiq__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,sigma
-1480.1354,0.77465179,0.10405229,2,3,0,1481.1174,33.425038,0.54637921,17.603135
-1480.759,0.96633917,0.10405229,5,31,0,1482.4323,31.321259,0.54040173,19.119039
-1482.111,0.98413124,0.10405229,5,31,0,1482.8052,29.983404,0.55282004,17.05367
-1482.8867,0.78945467,0.10405229,1,1,0,1483.4047,29.833722,0.55155894,17.037414
-1481.0905,1,0.10405229,4,31,0,1485.1121,23.08892,0.65440698,17.466827
-1481.8152,0.93501261,0.10405229,5,31,0,1482.7861,17.20322,0.67320689,18.328302
-1482.07,0.98041478,0.10405229,4,19,0,1483.7521,20.539097,0.68498659,18.680891
-1479.0986,1,0.10405229,2,3,0,1481.557,18.790388,0.67171446,18.651479
-1480.3399,0.83843172,0.10405229,3,15,0,1482.2257,19.033011,0.6600837,18.567028
-1480.5045,0.8960826,0.10405229,5,43,0,1482.918,33.87374,0.54536642,18.810141
-1478.2788,0.99700918,0.10405229,5,31,0,1480.3797,22.207526,0.64343245,17.83087
-1478.2526,0.98096037,0.10405229,4,31,0,1480.2242,26.676139,0.59733199,17.777828
-1480.0905,0.87070349,0.10405229,5,63,0,1481.6948,15.497496,0.71488124,18.95968
-1477.9538,0.99413312,0.10405229,4,31,0,1481.7499,25.884433,0.61223424,18.306396
-1478.2669,0.92126866,0.10405229,4,23,0,1478.6809,27.117319,0.60416973,18.06944
-1478.8191,0.88370609,0.10405229,3,15,0,1480.0455,27.833867,0.5793585,17.946276
-1478.1938,1,0.10405229,1,3,0,1478.6696,28.265686,0.58135302,17.948853
-1478.0741,0.99496659,0.10405229,4,31,0,1478.4903,24.534784,0.6177726,18.050363
-1478.1105,0.99980675,0.10405229,4,31,0,1478.5519,27.660211,0.59343456,17.857202
-1478.3982,0.7238263,0.10405229,4,23,0,1480.2434,25.257639,0.62085448,18.70903
-1479.1974,0.98443361,0.10405229,5,31,0,1479.8732,16.564465,0.70408963,18.299581
-1481.6701,0.89163172,0.10405229,4,19,0,1482.3261,9.8435686,0.76600591,18.71781
-1481.4173,0.99733608,0.10405229,3,7,0,1481.7341,10.497711,0.7637301,18.614786
-1482.1204,0.99948415,0.10405229,4,15,0,1482.8395,9.2468713,0.77110714,18.890317
-1478.9314,0.89464315,0.10405229,4,23,0,1483.4182,18.393407,0.67661873,18.065214
-1478.9122,0.98959264,0.10405229,2,7,0,1479.2798,19.810543,0.67702491,18.069298
-1479.8112,0.94948567,0.10405229,5,47,0,1480.639,36.300434,0.51449425,18.203939
-1479.7796,0.98692546,0.10405229,4,15,0,1480.1668,36.110296,0.51666967,18.240836
-1480.9298,0.95090512,0.10405229,4,17,0,1481.6579,39.598266,0.46875445,18.093496
-1478.6425,0.9989956,0.10405229,5,31,0,1482.1524,26.985875,0.59465955,17.525159
-1478.3492,0.97718688,0.10405229,5,31,0,1480.0374,20.907248,0.65858147,17.914243
-1478.216,0.99077697,0.10405229,5,31,0,1478.6026,23.029671,0.63900539,17.822415
-1479.1989,0.99938297,0.10405229,5,31,0,1479.4091,18.301686,0.68584064,17.65439
-1480.8875,0.96913381,0.10405229,3,15,0,1481.55,17.25282,0.69778545,17.125669
-1480.3888,0.99417786,0.10405229,5,31,0,1482.283,21.763826,0.64925948,19.615464
-1480.7596,0.90231144,0.10405229,5,31,0,1481.9764,22.200157,0.64113158,16.896843
-1478.5225,0.35237403,0.10405229,4,17,0,1493.0584,23.275539,0.64360205,18.353949
-1480.4591,0.9988755,0.10405229,5,31,0,1481.1539,36.566038,0.50026719,17.525295
-1479.2438,0.99993362,0.10405229,5,31,0,1481.0741,32.339116,0.54858333,18.992902
-1478.7397,0.95953996,0.10405229,5,31,0,1479.8755,28.035448,0.58011045,18.764325
-1479.5657,0.8091344,0.10405229,4,19,0,1480.7927,28.281222,0.60114824,18.186767
-1478.9562,0.99842597,0.10405229,5,31,0,1480.55,24.094249,0.62336287,19.101048
-1478.2884,0.99844083,0.10405229,4,31,0,1479.6871,23.771576,0.63304034,18.68336
-1478.471,0.94618303,0.10405229,5,31,0,1478.9573,21.217425,0.64939486,18.501253
-1478.7953,0.99132355,0.10405229,5,31,0,1480.0841,32.444125,0.53877686,18.098005
-1478.78,1,0.10405229,4,15,0,1478.9554,33.303276,0.54023559,18.311474
-1479.2042,0.75534476,0.10405229,3,11,0,1481.7501,32.085499,0.55914435,18.317101
-1478.3219,0.99509147,0.10405229,2,7,0,1479.236,31.275148,0.55644908,18.327374
-1478.5362,0.99435377,0.10405229,5,63,0,1479.0452,26.265942,0.6075598,17.536129
-1478.7129,0.84257699,0.10405229,5,31,0,1480.2121,19.926387,0.66139447,18.512292
-1479.7219,0.99866388,0.10405229,5,31,0,1479.9288,17.261882,0.68794512,17.600935
-1479.1708,0.98946283,0.10405229,5,31,0,1480.523,19.839282,0.66355012,18.950775
-1478.3728,1,0.10405229,4,15,0,1479.1712,22.171719,0.64661743,18.699253
-1479.1694,0.8229664,0.10405229,4,23,0,1480.1761,24.459449,0.61141171,17.73285
-1479.7051,0.99905322,0.10405229,4,19,0,1480.2705,24.09956,0.618462,17.256396
-1479.1358,0.83419191,0.10405229,5,31,0,1481.0095,22.486244,0.63898768,17.364414
-1478.2363,0.79647804,0.10405229,5,31,0,1480.3989,25.632866,0.61522427,17.761971
-1478.4948,0.97159504,0.10405229,5,31,0,1478.7463,24.191624,0.63219752,17.750106
-1478.4339,0.97435758,0.10405229,4,19,0,1479.2801,24.503255,0.63154333,18.167682
-1480.5759,0.98103047,0.10405229,5,31,0,1481.3661,16.160504,0.69498327,17.528277
-1479.9153,0.99574986,0.10405229,1,3,0,1480.6478,16.472841,0.70254578,17.510332
-1479.6964,0.99932727,0.10405229,5,31,0,1481.0198,14.554767,0.72106817,18.30642
-1479.9507,0.49421796,0.10405229,3,11,0,1484.055,17.265134,0.68127888,18.104979
-1479.4057,1,0.10405229,3,11,0,1480.0488,19.126357,0.66458625,17.94803
-1478.9103,0.88045551,0.10405229,2,3,0,1480.5335,19.972651,0.67383304,17.825058
-1478.9137,0.94681004,0.10405229,2,3,0,1479.3697,19.359827,0.66758296,17.809561
-1478.2077,0.99309709,0.10405229,5,31,0,1479.418,24.416033,0.62398469,18.695261
-1478.0147,0.98316999,0.10405229,4,31,0,1478.8428,23.836878,0.6325211,18.284714
-1478.2502,0.98352882,0.10405229,5,39,0,1479.3855,30.164529,0.56685136,18.492713
-1480.3464,0.76615438,0.10405229,4,23,0,1481.2962,29.907974,0.58639201,18.854383
-1478.0857,0.99075701,0.10405229,4,27,0,1481.0577,26.439814,0.60273109,18.598191
-1479.1347,0.82337275,0.10405229,3,15,0,1480.1724,25.994229,0.59436304,18.21291
-1479.1099,1,0.10405229,2,3,0,1479.3771,27.165679,0.61005685,18.251849
-1478.6153,0.89089521,0.10405229,4,23,0,1480.614,27.672145,0.58151607,18.224973
-1481.5008,0.86328383,0.10405229,5,47,0,1482.7842,13.290702,0.71994228,17.816094
-1479.5568,0.63325201,0.10405229,5,63,0,1486.8251,27.954929,0.58184863,19.255826
-1479.6978,0.96745487,0.10405229,5,31,0,1480.3709,19.078953,0.6737855,17.334066
-1480.2849,0.92400689,0.10405229,5,31,0,1483.2294,18.818642,0.68406072,19.362037
-1480.0521,0.98922206,0.10405229,3,7,0,1480.4182,18.27606,0.6779237,19.227171
-1482.366,0.70628353,0.10405229,2,7,0,1484.3441,17.599134,0.66926874,19.087135
-1486.9421,0.76512153,0.10405229,2,3,0,1487.4101,16.813326,0.66366083,19.032261
-1481.0972,0.97176706,0.10405229,4,27,0,1487.0408,26.570375,0.58132877,18.775793
-1478.0411,0.99380779,0.10405229,4,19,0,1481.0369,25.728549,0.61119358,17.857815
-1479.4311,0.70969605,0.10405229,2,7,0,1480.3779,25.170523,0.60277385,17.742778
-1478.7293,1,0.10405229,1,1,0,1479.3641,25.521685,0.60361802,17.758174
-1479.6904,0.84653232,0.10405229,2,7,0,1480.4712,27.336178,0.60814679,17.587769
-1478.5559,0.98010178,0.10405229,4,29,0,1480.6753,27.147103,0.59470451,17.537949
-1477.9641,0.99954185,0.10405229,4,31,0,1480.1689,23.449684,0.63200807,18.170762
-1478.6257,0.9821272,0.10405229,4,31,0,1479.2943,23.816265,0.62515637,18.892794
-1478.4677,0.94603742,0.10405229,4,27,0,1479.6883,22.411009,0.63673995,18.570139
-1478.7252,0.96205218,0.10405229,5,39,0,1479.6258,27.849335,0.58225044,18.785102
-1479.1436,0.95088612,0.10405229,5,31,0,1479.3812,27.646545,0.580432,17.746303
-1478.3089,0.99988359,0.10405229,5,31,0,1479.528,27.574104,0.5878274,17.798627
-1478.67,0.99983977,0.10405229,4,15,0,1478.9599,31.244485,0.55593107,17.707695
-1480.0122,0.90929623,0.10405229,5,31,0,1480.581,32.224101,0.55477718,19.226517
-1479.6895,0.94907405,0.10405229,4,15,0,1480.5566,31.363644,0.56238106,19.172698
-1478.6513,0.99921014,0.10405229,5,31,0,1479.9288,31.9031,0.55190803,17.822896
-1478.542,0.99501673,0.10405229,5,31,0,1481.1724,20.79486,0.6615274,17.784148
-1478.6306,0.93913384,0.10405229,2,3,0,1478.8637,20.675667,0.66453812,17.801476
-1478.8641,0.90702426,0.10405229,4,31,0,1479.741,21.644088,0.66105088,18.343028
-1480.2338,0.87496616,0.10405229,3,15,0,1481.1258,18.848619,0.66301206,18.670805
-1480.5082,0.99178995,0.10405229,5,31,0,1481.5804,18.370329,0.6965883,17.662623
-1480.3868,0.89450401,0.10405229,5,31,0,1482.4657,37.739528,0.49502047,18.89329
-1478.7527,0.99997138,0.10405229,4,15,0,1480.6204,32.088623,0.54504371,18.657985
-1479.3376,0.98317444,0.10405229,5,31,0,1480.1244,26.447671,0.60230714,17.204387
-1479.6114,0.99709231,0.10405229,4,15,0,1479.8803,25.388613,0.61329789,17.114015
-1478.3426,0.99463538,0.10405229,4,31,0,1481.2194,27.000639,0.60008745,17.653062
-1479.4327,0.99856553,0.10405229,5,31,0,1480.1118,35.723006,0.50936515,18.052894
-1479.3371,0.99175295,0.10405229,2,3,0,1479.4919,35.634887,0.51594735,18.083462
-1478.9918,0.99965268,0.10405229,5,63,0,1480.587,20.892224,0.65556444,18.992661
-1478.0873,0.9825639,0.10405229,4,15,0,1479.2044,25.026987,0.62260754,18.362462
-1479.0782,0.97264573,0.10405229,5,31,0,1479.6859,34.449781,0.52711108,18.541251
-1478.6854,0.99836915,0.10405229,5,47,0,1481.1568,22.339702,0.64732021,18.884501
-1481.2271,0.59035568,0.10405229,2,7,0,1482.4092,20.802772,0.63833993,18.734855
-1479.012,0.96924826,0.10405229,4,23,0,1481.6694,27.246688,0.58510318,18.756913
-1478.4255,0.92681277,0.10405229,2,5,0,1479.6492,28.074476,0.59272213,18.708945
-1480.5563,0.815034,0.10405229,5,39,0,1482.2351,16.772998,0.71312941,18.132298
-1479.7324,0.99088131,0.10405229,2,7,0,1481.1477,14.799743,0.71347037,18.186444
-1479.5602,0.95864606,0.10405229,5,31,0,1480.1373,15.112676,0.71328845,18.103918
-1479.6042,0.7250789,0.10405229,2,3,0,1481.4458,16.415339,0.70993722,18.151869
-1478.3924,1,0.10405229,4,19,0,1479.7487,20.640926,0.65604206,18.166359
-1478.3338,0.92289641,0.10405229,2,3,0,1478.9065,20.938521,0.65346574,18.146705
-1479.4392,0.96858669,0.10405229,4,15,0,1479.5732,20.690122,0.65278322,17.459106
-1481.6594,0.9996929,0.10405229,5,31,0,1482.1964,13.09898,0.74371616,19.179931
-1481.4052,0.94835089,0.10405229,2,3,0,1482.0917,12.461173,0.73662313,19.174937
-1479.9466,0.99951175,0.10405229,4,31,0,1483.8632,16.420408,0.70600868,17.560123
-1480.329,0.87310807,0.10405229,1,3,0,1480.6623,15.939308,0.69895644,17.573734
-1479.7926,1,0.10405229,5,31,0,1481.1349,16.668321,0.69481441,18.951443
-1479.0747,0.96729669,0.10405229,5,31,0,1480.3024,19.951275,0.67689121,18.010712
-1478.9324,0.99996185,0.10405229,5,63,0,1479.6889,24.836781,0.6282797,17.617369
-1478.3262,0.99336158,0.10405229,4,25,0,1479.0293,25.867055,0.61748337,18.173312
-1478.9549,0.97335658,0.10405229,3,11,0,1479.5935,24.973536,0.62857031,17.74475
-1479.1404,0.95910989,0.10405229,2,3,0,1479.4097,23.795762,0.61739034,17.850103
-1478.3238,0.99535153,0.10405229,4,19,0,1480.1174,24.319052,0.62983112,18.632678
-1478.664,0.99905088,0.10405229,4,31,0,1479.3016,26.563822,0.60757546,17.551964
-1479.3929,0.92856246,0.10405229,5,31,0,1479.6475,20.282919,0.65500539,18.911066
-1481.3859,0.83442537,0.10405229,3,15,0,1482.0695,19.225094,0.65512643,18.940293
-1479.0768,0.99600103,0.10405229,3,15,0,1483.2187,19.914296,0.65746024,18.114762
-1478.9263,0.9187935,0.10405229,4,19,0,1480.4225,20.169617,0.66880107,18.862494
-1481.0487,0.99171696,0.10405229,5,31,0,1481.886,11.694659,0.75262836,18.713016
-1478.961,0.93693413,0.10405229,5,31,0,1481.9802,20.730631,0.66295311,18.943134
-1479.5289,0.99240113,0.10405229,4,15,0,1479.618,19.24707,0.67229797,19.147763
-1480.5151,0.82312866,0.10405229,2,3,0,1481.0966,20.244984,0.67817278,19.146708
-1480.0996,0.99869644,0.10405229,4,15,0,1480.7169,20.556963,0.64835307,19.035313
-1479.5943,0.99533627,0.10405229,5,47,0,1481.4162,29.961145,0.55522737,18.617469
-1479.6696,0.99736929,0.10405229,5,31,0,1480.6074,27.966984,0.57631003,17.54811
-1480.3176,0.91324207,0.10405229,2,7,0,1480.9611,29.238985,0.59265847,17.684873
-1480.3665,1,0.10405229,2,3,0,1480.597,27.857563,0.57382539,17.560425
-1480.2751,0.89012421,0.10405229,5,63,0,1483.1191,22.840222,0.65683049,17.979343
-1479.5401,0.98640202,0.10405229,4,25,0,1484.3449,25.193432,0.61233404,19.35971
-1478.1463,0.98746506,0.10405229,4,27,0,1482.9468,28.601934,0.57775042,18.183838
-1478.0127,0.99822655,0.10405229,4,23,0,1478.6362,25.924792,0.60656176,18.489681
-1478.6665,0.97827365,0.10405229,4,15,0,1479.0826,24.926262,0.61510169,18.963364
-1478.2308,0.89554758,0.10405229,3,11,0,1479.9145,26.040743,0.60968628,18.713774
-1479.5052,0.94239577,0.10405229,4,31,0,1480.0164,22.368399,0.6367282,17.325767
-1478.5065,0.95300785,0.10405229,5,63,0,1480.7538,29.710588,0.56911217,17.700325
-1479.7414,0.64194894,0.10405229,5,31,0,1481.9906,22.590368,0.6573182,18.157653
-1479.2387,0.94279468,0.10405229,4,23,0,1481.2519,23.818836,0.61536305,18.256472
-1480.5197,0.99949166,0.10405229,5,31,0,1481.8383,34.704186,0.52104924,19.372448
-1479.9605,0.88833108,0.10405229,5,31,0,1481.9255,29.644073,0.56570691,17.181455
-1480.7334,0.96109519,0.10405229,5,31,0,1486.6085,15.516184,0.70620695,19.282901
-1478.4947,0.99210645,0.10405229,4,31,0,1481.6257,23.175608,0.64217448,18.650152
-1482.1063,0.78248174,0.10405229,4,23,0,1482.9932,18.959334,0.69717754,19.175418
-1478.637,0.89538972,0.10405229,4,31,0,1484.4898,24.956729,0.6077998,18.099591
-1478.4308,0.99596786,0.10405229,5,31,0,1479.3827,19.786621,0.66724891,18.34728
-1479.6234,0.90560174,0.10405229,4,23,0,1480.6382,16.898837,0.68843689,18.578778
-1478.5577,0.9983185,0.10405229,5,31,0,1480.4302,28.049676,0.59398567,18.758426
-1479.7158,0.99319738,0.10405229,4,31,0,1480.1597,32.029475,0.54317455,19.171593
-1479.3814,0.99220634,0.10405229,4,15,0,1480.2708,33.922365,0.52940728,18.91204
-1478.2451,0.99966678,0.10405229,4,19,0,1479.7251,30.798392,0.56116736,18.303285
-1478.967,0.875352,0.10405229,3,11,0,1479.3891,28.74117,0.56928904,18.365265
-1478.6314,0.99205455,0.10405229,3,13,0,1480.3912,30.248133,0.56387997,18.802549
-1478.8434,0.92781754,0.10405229,1,3,0,1479.0592,30.703194,0.56803319,18.780185
-1479.2211,0.96168774,0.10405229,3,7,0,1479.3084,30.236746,0.57614098,18.844618
-1478.5093,0.85547012,0.10405229,4,31,0,1481.131,21.991707,0.64877273,18.785463
-1479.5138,0.82376546,0.10405229,5,31,0,1480.2495,30.634626,0.57616889,18.00974
-1479.9969,0.99182986,0.10405229,4,23,0,1482.8644,21.36494,0.6389609,18.88253
-1480.3928,0.92428856,0.10405229,2,3,0,1480.963,22.889346,0.65630303,18.762984
-1478.4685,0.99603464,0.10405229,3,11,0,1480.8247,22.046664,0.64078516,18.573516
-1480.9765,0.94659994,0.10405229,4,31,0,1481.6093,18.399233,0.69418926,19.356164
-1482.3978,0.93784914,0.10405229,3,11,0,1482.6824,17.587122,0.67530544,19.643052
-1479.6486,0.99309287,0.10405229,4,23,0,1486.5739,19.615922,0.65698385,18.174239
-1479.4503,1,0.10405229,2,3,0,1479.9565,19.764857,0.65655263,18.151296
-1484.1168,0.96530316,0.10405229,4,31,0,1485.9407,30.391575,0.57377568,16.375294
-1481.6695,0.83666274,0.10405229,3,11,0,1485.4169,29.524931,0.57421485,16.675113
-1481.9074,0.7137389,0.10405229,2,3,0,1482.7996,29.928857,0.57653646,16.714664
-1480.2363,0.8288266,0.10405229,5,31,0,1484.9263,37.825947,0.49793522,18.555606
-1478.6875,0.99934545,0.10405229,5,31,0,1480.8326,26.242429,0.61183589,17.584928
-1478.0369,0.99881179,0.10405229,4,31,0,1479.7937,28.864236,0.5813278,18.311402
-1479.9271,0.9967051,0.10405229,4,23,0,1480.4787,37.758466,0.49299075,18.235388
-1480.0615,0.95467418,0.10405229,1,3,0,1480.185,37.790468,0.49701504,18.241092
-1480.992,0.90446438,0.10405229,2,3,0,1481.1104,38.263384,0.49966454,18.273889
-1481.1249,0.88619184,0.10405229,2,7,0,1482.5026,35.40808,0.49897869,18.278032
-1479.0221,0.99704743,0.10405229,5,31,0,1482.0063,34.051575,0.52813349,17.900768
-1478.003,0.99972349,0.10405229,5,63,0,1479.4625,24.100814,0.62628592,17.955367
-1478.2114,0.95136229,0.10405229,4,19,0,1478.7446,23.413488,0.63188266,17.789181
-1478.9715,0.96608525,0.10405229,5,31,0,1479.8772,18.019421,0.68766612,17.848148
-1479.4041,0.85306353,0.10405229,3,11,0,1480.6337,20.840909,0.67128643,18.02022
-1479.1877,1,0.10405229,2,7,0,1479.4249,20.246113,0.65327997,18.045415
-1480.1225,0.79372605,0.10405229,2,7,0,1481.3094,20.292955,0.68010151,18.103553
-1480.1885,0.98292132,0.10405229,2,3,0,1480.4327,19.249448,0.6581461,18.190842
-1478.341,1,0.10405229,2,3,0,1479.948,20.22319,0.66301528,18.180121
-1478.7971,0.91661602,0.10405229,5,35,0,1480.0701,30.543379,0.56910605,17.691506
-1480.7721,0.60209276,0.10405229,2,3,0,1481.2607,29.89093,0.55252135,17.623905
-1478.8531,0.9540505,0.10405229,2,7,0,1481.0168,30.809503,0.56283396,17.567472
-1478.1099,0.9986339,0.10405229,4,19,0,1479.0152,29.224268,0.57717274,17.996906
-1478.887,0.67641622,0.10405229,4,19,0,1480.7154,27.518368,0.6043018,17.918845
-1478.8482,1,0.10405229,5,31,0,1479.2169,23.513429,0.6431265,17.942793
-1481.0806,0.93639037,0.10405229,4,15,0,1482.4213,27.059259,0.60368081,16.814609
