# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = low_dim_gauss_mix_model
# start_datetime = 2026-08-20 13:55:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /home/m0hawk/Documents/apin/stan/data/low_dim_gauss_mix.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/low_dim_gauss_mix/rep1/chain_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/low_dim_gauss_mix__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,sigma.1,sigma.2,theta
-2107.3175,0.97891831,0.70764771,3,7,0,2111.0179,-2.8062079,2.8601221,0.97954613,1.0022997,0.61965547
-2105.7752,1,0.70764771,3,7,0,2108.3355,-2.7429555,2.9228378,1.0447228,0.9727384,0.61570952
-2105.4964,1,0.70764771,3,7,0,2106.2952,-2.7443114,2.876171,1.0371336,0.96467412,0.62333381
-2106.1122,0.85392596,0.70764771,3,7,0,2108.8573,-2.7225151,2.8477359,1.00886,1.0939337,0.61667566
-2109.2606,0.58244584,0.70764771,2,7,0,2113.5983,-2.8260509,2.7576874,1.0128805,1.0753747,0.62527647
-2108.2396,0.84477994,0.70764771,2,7,0,2111.9922,-2.6402882,2.9460332,1.0630976,0.98410348,0.61663378
-2107.4604,0.8634225,0.70764771,3,7,0,2111.8908,-2.7088948,2.8538402,1.1015362,1.0276274,0.61237111
-2108.5498,0.95981879,0.70764771,3,7,0,2108.9732,-2.7235691,2.9192633,0.95133019,1.0239399,0.63013979
-2110.5351,0.76099851,0.70764771,3,7,0,2116.0852,-2.6993963,2.9525704,1.0915408,0.98087336,0.58684779
-2109.7923,0.85752492,0.70764771,2,7,0,2114.1785,-2.8108815,2.7664517,1.072406,1.0586042,0.60504255
-2109.9696,0.9552786,0.70764771,3,7,0,2112.4179,-2.6914883,3.0001862,1.041763,0.98724737,0.59245681
-2107.9247,1,0.70764771,3,7,0,2111.746,-2.702454,2.9476779,0.98416479,1.0319477,0.64286504
-2107.5355,0.97730315,0.70764771,2,7,0,2109.8022,-2.7287952,2.9807868,0.99588897,1.0296848,0.63468738
-2106.794,0.99232893,0.70764771,2,7,0,2109.11,-2.7304943,2.803787,1.0157243,1.03313,0.64795875
-2108.5231,0.8161868,0.70764771,2,3,0,2109.8788,-2.6672186,2.9271683,1.0010308,1.0846583,0.63686126
-2106.8986,1,0.70764771,2,7,0,2110.436,-2.660377,2.8489842,0.99640448,1.0314023,0.63013465
-2105.1537,1,0.70764771,2,3,0,2107.0037,-2.7023834,2.8386865,1.0327815,1.0026852,0.63135614
-2107.1227,0.61265944,0.70764771,2,3,0,2109.6075,-2.6882473,2.8766881,0.97081231,1.0437937,0.61559986
-2107.9968,0.94415007,0.70764771,2,3,0,2108.4704,-2.6687551,2.8888675,0.97337104,1.0593525,0.61917078
-2105.9125,1,0.70764771,2,3,0,2108.0568,-2.7071454,2.8323108,0.98587544,1.035862,0.61287751
-2105.0848,0.93554533,0.70764771,2,7,0,2107.2637,-2.7376061,2.875774,1.0176498,1.0086592,0.6382513
-2105.3786,0.61093361,0.70764771,2,3,0,2108.7541,-2.7427659,2.9009519,1.0114246,1.0665702,0.62645763
-2105.8878,0.97054619,0.70764771,3,7,0,2106.5134,-2.7409148,2.8376332,1.0404324,1.0754685,0.63294045
-2105.0229,0.83984557,0.70764771,2,3,0,2108.7029,-2.749605,2.8871782,1.0034659,1.0148018,0.63116154
-2104.9949,0.81955675,0.70764771,2,3,0,2107.3366,-2.7663233,2.855603,1.0368297,1.0263999,0.6113692
-2105.8271,0.85876694,0.70764771,2,7,0,2107.7404,-2.7439039,2.884512,0.9921592,1.0431173,0.60325926
-2108.2869,0.52739919,0.70764771,3,7,0,2111.7177,-2.6892965,2.8591147,1.0221634,1.0335375,0.65975569
-2106.0294,0.99993728,0.70764771,3,7,0,2109.8072,-2.7699671,2.9077692,0.99642459,0.98559462,0.62012775
-2109.305,0.61858585,0.70764771,2,7,0,2112.2275,-2.6849572,2.8777779,0.98471126,0.94769364,0.59913881
-2110.1419,0.86178796,0.70764771,2,7,0,2114.2136,-2.6547612,2.7538138,0.97970859,1.0133568,0.61936216
-2106.4749,0.99863203,0.70764771,3,7,0,2111.9696,-2.717403,2.9194404,1.0833241,1.0384394,0.62112625
-2106.8536,0.99867462,0.70764771,3,7,0,2107.8913,-2.7410458,2.8669314,0.9610055,1.0224681,0.61965249
-2105.331,0.62481576,0.70764771,3,7,0,2110.6892,-2.7276493,2.8023045,1.0325374,1.0277349,0.6281038
-2106.773,0.5938822,0.70764771,2,3,0,2111.6055,-2.7159254,2.9419328,0.98792766,1.0106558,0.60739044
-2105.1196,1,0.70764771,2,3,0,2107.2069,-2.7393266,2.8123296,1.0385927,1.0120673,0.62337923
-2106.7393,0.84282654,0.70764771,2,3,0,2107.7069,-2.7239253,2.9485534,1.0756667,1.0364134,0.61517764
-2110.2324,0.80747125,0.70764771,3,7,0,2112.8867,-2.6942711,2.8958546,1.0226755,1.0418975,0.57171088
-2106.8932,0.94870493,0.70764771,3,7,0,2112.2977,-2.6617973,2.8526993,1.012543,0.99882568,0.60419544
-2108.1669,0.85241034,0.70764771,2,3,0,2108.5445,-2.6381538,2.9156,1.0121473,0.99433276,0.60723037
-2106.7508,0.99749455,0.70764771,3,7,0,2109.3448,-2.7725954,2.9343673,1.0469381,1.05007,0.63933815
-2106.9998,0.96579735,0.70764771,3,7,0,2108.2553,-2.7463128,2.8562738,1.0175088,0.9688821,0.59478822
-2107.9252,0.86170347,0.70764771,3,7,0,2111.0249,-2.754458,2.8399914,1.0702203,1.0256283,0.65372965
-2107.0448,0.90264551,0.70764771,3,7,0,2111.3434,-2.7609431,2.8995231,0.99364421,0.95607399,0.61684404
-2105.6736,0.95549891,0.70764771,3,7,0,2108.2078,-2.7607431,2.8474173,1.0300704,0.98969925,0.63874364
-2106.3942,0.95126324,0.70764771,2,3,0,2107.3572,-2.7618037,2.9059617,1.0671194,0.99736031,0.64000845
-2105.7019,0.81242539,0.70764771,3,7,0,2109.2574,-2.6777924,2.8910788,1.0340114,0.98144697,0.62511113
-2108.4604,0.81371556,0.70764771,2,3,0,2109.0391,-2.6953774,2.8034966,1.0692289,1.0254391,0.59137216
-2105.1344,1,0.70764771,2,3,0,2108.371,-2.7022908,2.8676282,1.0563755,1.0216156,0.61601931
-2104.5766,0.86260897,0.70764771,3,7,0,2107.5043,-2.7251484,2.8608971,1.0098824,1.0196882,0.62396893
-2105.3699,0.90836055,0.70764771,3,7,0,2105.8985,-2.7309194,2.8403349,1.0596834,0.99045741,0.62173625
-2107.0203,0.61024113,0.70764771,3,7,0,2109.2124,-2.7202968,2.8361274,1.0096845,0.9502837,0.60972549
-2105.8127,0.99738537,0.70764771,2,7,0,2108.5022,-2.7684415,2.9315215,1.0381736,1.0108555,0.60926882
-2105.364,0.99673376,0.70764771,3,7,0,2106.3862,-2.7687745,2.8745235,1.0337597,1.023492,0.63786017
-2106.2062,0.87571088,0.70764771,3,7,0,2107.2047,-2.7490167,2.8073963,1.0006977,1.0185976,0.63979045
-2105.3404,0.98512178,0.70764771,2,7,0,2107.0833,-2.7356578,2.8033953,1.0046238,1.0249664,0.6224458
-2105.2217,0.87150395,0.70764771,3,7,0,2107.3662,-2.7415939,2.906878,1.0185988,0.9840294,0.62929633
-2105.5404,0.93937953,0.70764771,3,7,0,2106.6076,-2.7082541,2.8361107,1.0254104,1.0584539,0.63357366
-2105.762,0.69528074,0.70764771,2,3,0,2111.1865,-2.7309947,2.9040849,0.99190216,1.0277065,0.60591779
-2105.0675,0.92350995,0.70764771,3,7,0,2107.3174,-2.7421113,2.8721439,1.044476,0.97952795,0.62182261
-2105.2408,0.79108657,0.70764771,3,7,0,2106.9134,-2.7304298,2.8900944,1.0163918,1.0612339,0.6104003
-2106.7609,0.87920255,0.70764771,2,7,0,2107.6129,-2.7303444,2.8129949,1.0766679,1.0516077,0.6299335
-2107.8645,0.92479635,0.70764771,2,3,0,2109.235,-2.6711476,2.9116597,1.0513716,0.94110884,0.61444969
-2106.0662,0.92189421,0.70764771,3,7,0,2110.4397,-2.7536463,2.8351297,0.99144865,1.0802693,0.62043804
-2105.2823,0.85671726,0.70764771,2,3,0,2108.3335,-2.7017754,2.8631799,0.99943706,1.0444282,0.61952444
-2105.7457,0.91442029,0.70764771,3,7,0,2107.0813,-2.7330804,2.9159901,1.0664796,1.0402598,0.6280212
-2105.5855,0.74530165,0.70764771,3,7,0,2109.2085,-2.7838458,2.8808277,1.0522545,1.0292645,0.6272856
-2107.0389,0.86863873,0.70764771,2,3,0,2107.6811,-2.7930142,2.8771675,1.0761309,1.0488184,0.61488337
-2105.4134,0.99389274,0.70764771,3,7,0,2109.4659,-2.7269349,2.8304899,0.99074312,1.0160959,0.62593027
-2106.5624,0.69971777,0.70764771,2,3,0,2109.7642,-2.7165835,2.8161143,1.031491,1.0736081,0.63998074
-2108.1414,0.73771915,0.70764771,3,7,0,2111.5443,-2.7427586,2.9264129,1.1075705,1.0154925,0.61072775
-2105.916,0.99324104,0.70764771,2,7,0,2108.5657,-2.7761721,2.8777968,1.0543841,0.97776996,0.62651984
-2106.2111,0.91041512,0.70764771,3,7,0,2108.278,-2.7389337,2.8255194,0.9877018,1.0791781,0.61814977
-2105.3391,0.98401591,0.70764771,3,7,0,2107.4183,-2.7121602,2.892904,1.0534344,0.97838189,0.6200039
-2105.6066,0.99210209,0.70764771,3,7,0,2106.1882,-2.7366155,2.8898674,1.0684606,0.98333868,0.61955165
-2106.3268,0.96924791,0.70764771,3,7,0,2107.1146,-2.7695813,2.8722453,1.0712815,0.98032556,0.63016609
-2105.6514,1,0.70764771,3,7,0,2106.5787,-2.7362761,2.8232017,0.99264004,1.0552069,0.61251449
-2105.0194,0.95831229,0.70764771,3,7,0,2107.4327,-2.7539011,2.839397,1.0270141,0.9958648,0.61364652
-2106.0312,0.90991066,0.70764771,2,3,0,2106.6216,-2.7484375,2.889395,1.0513896,1.0587278,0.63913138
-2107.4022,0.8624343,0.70764771,3,7,0,2108.9236,-2.7723914,2.9240355,1.0137923,0.94879972,0.61744731
-2106.1885,0.82337462,0.70764771,2,3,0,2110.0362,-2.7592244,2.9187841,1.0691391,1.0465158,0.62601435
-2105.4222,1,0.70764771,3,7,0,2106.7076,-2.7190064,2.8275437,0.99535687,1.0149411,0.62838911
-2108.3029,0.53537344,0.70764771,3,7,0,2112.2623,-2.7585582,2.893931,1.0876153,1.0844179,0.63490957
-2108.7448,0.73548019,0.70764771,3,7,0,2113.6881,-2.7213604,2.9293361,0.96243632,0.97739518,0.60874335
-2107.1759,1,0.70764771,2,3,0,2109.4054,-2.7794304,2.8150596,1.0802333,1.0418746,0.620103
-2106.9634,0.98043078,0.70764771,2,7,0,2108.6988,-2.7419964,2.8629709,1.0977006,1.0223301,0.62984392
-2106.6814,0.92780717,0.70764771,3,7,0,2108.5703,-2.7369104,2.9027882,0.98221964,1.0305329,0.59925075
-2106.0282,0.99005227,0.70764771,3,7,0,2108.1571,-2.7535198,2.8691267,0.99684781,0.9914773,0.63944398
-2105.4172,0.90909677,0.70764771,3,7,0,2107.5861,-2.7125347,2.8855211,1.0280668,0.98159669,0.60766868
-2106.5436,0.54168792,0.70764771,3,7,0,2109.6033,-2.7410081,2.8700322,0.99348078,1.0984799,0.61553023
-2105.3344,0.93452021,0.70764771,2,3,0,2107.5228,-2.7672557,2.829838,1.0364643,0.99360672,0.62109462
-2105.8411,0.92434694,0.70764771,2,7,0,2106.468,-2.7734092,2.8055811,1.0191422,1.0010166,0.61425802
-2111.5055,0.80732278,0.70764771,2,7,0,2111.9219,-2.7397407,2.9370811,0.96971396,1.0383753,0.57488256
-2110.7333,0.92902293,0.70764771,3,7,0,2117.0917,-2.7530786,2.9340187,1.0678231,1.0362386,0.66781974
-2110.6109,0.93534236,0.70764771,3,7,0,2115.8414,-2.6573475,2.9111983,0.9938195,1.0112091,0.58101131
-2105.557,0.84417131,0.70764771,3,7,0,2112.69,-2.778991,2.8649531,1.0317787,1.0303817,0.63698806
-2107.1931,0.92385141,0.70764771,3,7,0,2108.3721,-2.7872289,2.9427673,1.0692403,1.0123155,0.61240598
-2109.3671,0.62970179,0.70764771,3,7,0,2115.6195,-2.6041216,2.8569139,1.0370132,1.0138507,0.63308478
-2110.2764,0.82721502,0.70764771,2,7,0,2113.7599,-2.6041599,2.8840584,1.0768355,1.0339696,0.6083737
-2105.8107,1,0.70764771,2,7,0,2110.159,-2.7749557,2.8304434,1.0039335,0.99446419,0.62864453
-2105.8611,0.89194121,0.70764771,3,7,0,2109.2969,-2.7326087,2.8258333,1.0382294,1.0153902,0.59914111
-2106.4575,0.71573802,0.70764771,3,7,0,2110.2344,-2.7008757,2.8962649,1.0025865,0.98909625,0.6428478
-2109.5107,0.85670432,0.70764771,2,7,0,2110.2006,-2.7629185,2.8768443,1.1029326,1.018195,0.59063821
-2109.9638,0.90613707,0.70764771,3,7,0,2113.5177,-2.7267734,2.7800645,0.96597537,1.0318258,0.65226643
-2105.9477,0.88619132,0.70764771,2,3,0,2113.5647,-2.6723788,2.9129437,1.0393743,0.99977691,0.63158558
-2108.743,0.67349473,0.70764771,3,7,0,2110.8247,-2.7015288,2.9122066,1.0798457,1.0697156,0.64902494
-2108.8413,0.90567751,0.70764771,2,3,0,2111.7516,-2.733642,2.7729453,1.0609804,0.98050834,0.64719486
-2109.7298,0.99486546,0.70764771,3,7,0,2111.8123,-2.7876523,2.7981973,0.96210069,0.9846553,0.60246375
-2109.1727,0.95017899,0.70764771,3,7,0,2112.6566,-2.6422234,2.944121,1.0250594,0.94909706,0.62904308
-2107.5623,0.98066981,0.70764771,2,7,0,2110.6307,-2.6341145,2.9165492,1.0385467,0.99501066,0.61762315
-2107.7845,0.95572754,0.70764771,3,7,0,2109.9121,-2.7574664,2.8015156,1.0588926,1.0211884,0.65022023
-2108.4691,0.98138568,0.70764771,3,7,0,2110.7625,-2.6599747,2.8039334,1.01585,1.0060217,0.59469681
-2106.2856,0.8842575,0.70764771,2,3,0,2110.2177,-2.6960032,2.9238351,1.0514101,1.0652677,0.62614639
-2105.5416,0.84500744,0.70764771,2,3,0,2109.239,-2.7130554,2.8757008,1.0640118,0.98885729,0.61284369
-2105.3601,0.9639418,0.70764771,2,3,0,2106.2768,-2.6865494,2.8882067,1.0511498,1.0238929,0.61600539
-2106.5983,0.90628284,0.70764771,3,7,0,2106.8466,-2.7922271,2.8207786,1.0457331,1.0513788,0.6068467
-2106.0292,0.98890726,0.70764771,3,7,0,2107.8689,-2.7099174,2.8328431,1.0169902,0.98379058,0.63939066
-2105.6065,0.98450946,0.70764771,2,7,0,2106.8493,-2.6804171,2.8349268,1.0187412,1.0275003,0.62836332
-2106.8761,0.81816517,0.70764771,3,7,0,2108.6661,-2.7879898,2.8892724,1.0513422,1.0003438,0.59841155
-2106.2288,0.96531851,0.70764771,2,3,0,2108.0384,-2.7625974,2.9024898,1.0206555,1.0357751,0.59585397
-2105.8182,0.97512968,0.70764771,3,7,0,2107.7349,-2.6930816,2.8677099,1.0398773,1.0696744,0.61542331
-2106.6772,0.84421981,0.70764771,2,3,0,2109.1126,-2.6957621,2.8342425,1.0748464,1.0142888,0.60587763
-2105.1075,0.96935341,0.70764771,3,7,0,2107.152,-2.7676042,2.9060918,1.0227499,1.0391129,0.61619947
-2105.341,0.90868391,0.70764771,2,3,0,2106.5016,-2.747993,2.877013,1.0285948,0.97297673,0.61394801
-2107.2745,0.22746452,0.70764771,2,3,0,2114.4962,-2.7996548,2.8214019,1.0575436,1.0724479,0.62349579
-2105.9584,1,0.70764771,3,7,0,2107.6833,-2.7075556,2.9274206,0.99088031,1.0234792,0.6223222
-2105.5303,0.69617181,0.70764771,3,7,0,2108.8411,-2.7671997,2.8310383,1.0198631,1.0696798,0.62271176
-2107.0912,0.89490097,0.70764771,2,3,0,2107.7055,-2.7452451,2.8719902,1.0336992,1.1148783,0.61200939
-2104.9923,0.99218893,0.70764771,2,7,0,2107.3292,-2.7310389,2.8171001,1.0168183,1.0390998,0.6251218
-2111.3499,0.55877575,0.70764771,2,3,0,2112.6496,-2.7793346,2.9245296,1.0142017,0.92948124,0.65657976
-2106.1859,1,0.70764771,2,3,0,2112.136,-2.7306287,2.8626168,1.0254879,1.0297253,0.64976359
-2105.7538,0.98496949,0.70764771,3,7,0,2107.5646,-2.7314836,2.8560261,1.0129406,1.0729718,0.60496971
-2105.9586,0.82588605,0.70764771,2,7,0,2107.6729,-2.7889902,2.8154746,1.0188408,1.006941,0.6141109
-2105.31,1,0.70764771,2,7,0,2105.955,-2.7023641,2.923245,1.0234273,1.0375329,0.62644277
-2105.31,0.52517357,0.70764771,2,3,0,2112.3602,-2.7023641,2.923245,1.0234273,1.0375329,0.62644277
-2105.31,0.62824205,0.70764771,2,7,0,2111.0738,-2.7023641,2.923245,1.0234273,1.0375329,0.62644277
-2106.4488,0.86863389,0.70764771,2,3,0,2107.3864,-2.7346538,2.7864859,1.024735,1.0037478,0.63882337
-2108.378,0.72818274,0.70764771,2,3,0,2110.8074,-2.7173806,2.9108081,1.0992697,0.94999966,0.63317154
-2104.6625,0.98527027,0.70764771,3,7,0,2108.8558,-2.7414598,2.8615615,1.0153646,1.048052,0.62057414
-2106.1847,0.85735155,0.70764771,3,7,0,2106.475,-2.7397792,2.8184257,1.0384723,1.0851225,0.62811117
-2105.4249,0.99605795,0.70764771,2,7,0,2106.5096,-2.7156938,2.8895599,0.99887395,0.99470414,0.61187585
-2108.2305,0.81385048,0.70764771,3,7,0,2109.1527,-2.7282478,2.9033927,1.0797855,1.0893445,0.63896071
-2104.9627,1,0.70764771,2,3,0,2108.327,-2.7538235,2.8360408,1.0162239,1.026299,0.60993527
-2106.4834,0.69782881,0.70764771,2,3,0,2109.8853,-2.7418374,2.8910733,1.0786938,1.000519,0.60452648
-2109.0031,0.85021514,0.70764771,3,7,0,2110.577,-2.7639006,2.9062132,1.0430291,0.92141116,0.63832666
-2110.085,0.68144038,0.70764771,3,7,0,2116.8267,-2.7182204,2.8714733,1.0023736,1.1602663,0.6055158
-2106.7121,0.96550296,0.70764771,3,7,0,2112.1564,-2.7163015,2.9372668,1.0623788,0.98276008,0.64094384
-2107.2487,0.92780191,0.70764771,3,7,0,2110.9541,-2.7346271,2.8998808,1.0266273,1.0874065,0.59510529
-2107.6687,0.88182632,0.70764771,2,7,0,2110.5891,-2.6972357,2.8750318,1.0687324,1.025772,0.59048706
-2106.2395,0.68630501,0.70764771,2,3,0,2110.1794,-2.688849,2.9517741,1.0391799,1.0395148,0.62413601
-2106.7568,0.98682376,0.70764771,2,7,0,2107.6646,-2.7744946,2.8316651,1.0274294,0.96751728,0.6373498
-2106.9486,0.96422931,0.70764771,3,7,0,2108.6351,-2.7209879,2.9033662,1.0183386,1.0961971,0.60355198
-2107.5407,0.96469521,0.70764771,2,7,0,2108.2328,-2.6919745,2.9184612,1.0187477,1.0937844,0.60454296
-2105.4585,0.67744931,0.70764771,2,7,0,2110.9241,-2.7097476,2.8216023,1.0358182,0.98639213,0.6184019
-2105.176,0.99007121,0.70764771,3,7,0,2106.2289,-2.7274704,2.8340937,1.0403967,1.0037727,0.60874013
-2106.4007,0.87570126,0.70764771,2,3,0,2107.5865,-2.6816286,2.8711171,1.0271952,1.0217947,0.59725384
-2104.8305,0.95754424,0.70764771,2,3,0,2106.9492,-2.7017392,2.8894889,1.0394693,1.020592,0.6270988
-2104.8305,0.26951823,0.70764771,2,3,0,2109.6569,-2.7017392,2.8894889,1.0394693,1.020592,0.6270988
-2106.3444,0.82500041,0.70764771,2,3,0,2106.8992,-2.7188653,2.8831765,1.034306,0.96797145,0.60037519
-2107.9725,0.85055014,0.70764771,2,3,0,2108.9948,-2.7462476,2.8233981,1.0302624,0.98927078,0.58503979
-2106.4388,1,0.70764771,3,7,0,2108.587,-2.6853564,2.8928325,1.0469723,1.0201812,0.6457003
-2107.3199,0.89344965,0.70764771,3,7,0,2109.9157,-2.7806495,2.957435,1.066224,0.99250446,0.61702942
-2105.6977,0.96960045,0.70764771,3,7,0,2109.9221,-2.7553259,2.8535485,0.99058833,1.0666623,0.62377915
-2107.9782,0.81735794,0.70764771,3,7,0,2110.6195,-2.8028487,2.8686537,1.0805943,0.96991418,0.62579494
-2109.8911,0.68106303,0.70764771,3,7,0,2114.5861,-2.6745544,2.8864416,0.96222308,1.0953715,0.6083788
-2105.2256,1,0.70764771,2,3,0,2109.9818,-2.7561815,2.8387039,1.0083873,1.0008041,0.61098575
-2104.8298,0.99971062,0.70764771,2,7,0,2105.4823,-2.7112837,2.9029614,1.0455145,1.0202703,0.62122794
-2106.5185,0.79770187,0.70764771,2,3,0,2107.2045,-2.7190023,2.8721771,0.98659424,0.97516188,0.63401157
-2105.2102,0.99673325,0.70764771,3,7,0,2107.2456,-2.7492793,2.8795799,1.0138811,0.99030009,0.60885258
-2105.4743,0.92623457,0.70764771,3,7,0,2106.3895,-2.7118184,2.8828022,1.0153233,0.9706521,0.62592453
-2105.2971,0.96784207,0.70764771,3,7,0,2106.6169,-2.7532557,2.8603521,1.0579486,1.0201083,0.61048138
-2108.6272,0.62849701,0.70764771,2,3,0,2110.5655,-2.7572037,2.9753143,1.0918865,1.0168831,0.6102052
-2109.8908,0.91707613,0.70764771,3,7,0,2112.8073,-2.6641764,2.8691461,1.0437047,1.123879,0.60126092
-2110.9882,0.97651831,0.70764771,3,7,0,2113.8898,-2.7079174,2.7328356,0.9691335,1.0903045,0.59830686
-2108.8629,0.91724387,0.70764771,2,3,0,2114.0653,-2.6559395,2.810083,1.0159532,0.99913259,0.59253186
-2107.0861,0.83839373,0.70764771,2,3,0,2111.1732,-2.6932223,2.7814026,1.0564451,1.0012384,0.61257269
-2106.1894,1,0.70764771,2,3,0,2108.2436,-2.6782547,2.9015262,1.0006737,1.0416191,0.61348487
-2105.9863,0.76625217,0.70764771,2,7,0,2111.9622,-2.7502312,2.8858086,0.9941346,0.97503613,0.62797105
-2105.6247,0.67113329,0.70764771,2,3,0,2108.0258,-2.693219,2.9314061,1.0366746,1.0374608,0.6250087
-2106.2332,0.89169493,0.70764771,2,5,0,2107.873,-2.7624747,2.8993837,1.074587,1.0298624,0.63333684
-2107.0534,0.84837346,0.70764771,3,7,0,2109.3787,-2.7938133,2.8694942,0.99294632,0.97853943,0.63195723
-2108.2933,0.8384905,0.70764771,3,7,0,2110.7716,-2.7003573,2.7917944,1.0602973,1.0937875,0.60669366
-2107.8951,0.90610013,0.70764771,2,3,0,2110.7213,-2.6878268,2.7749151,1.0261829,1.0486111,0.59730571
-2110.6103,0.56694057,0.70764771,3,7,0,2115.3449,-2.753894,2.8251254,1.0284088,0.98863627,0.57056274
-2106.7822,0.98706669,0.70764771,3,7,0,2111.019,-2.729592,2.818921,1.0454857,0.97557757,0.60024863
-2105.1074,0.89420895,0.70764771,2,3,0,2107.6945,-2.7154625,2.8712501,1.0259817,0.97583746,0.62346199
-2105.5528,0.97264774,0.70764771,3,7,0,2106.0859,-2.7079714,2.8622026,1.0447222,0.97749409,0.63425421
-2106.1561,0.78800571,0.70764771,3,7,0,2107.7876,-2.7792155,2.834259,1.0140533,1.0446481,0.64022105
