# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = logmesquite_logvash_model
# start_datetime = 2026-08-20 13:56:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /home/m0hawk/Documents/apin/stan/data/logmesquite_logvash.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/logmesquite_logvash/rep2/chain_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/logmesquite_logvash__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma
24.896982,0.94631947,0.0776739,6,63,0,-21.997268,4.8589478,0.2456391,0.68211132,0.17780321,0.4895857,-0.45038032,0.33749134
26.235132,0.99658081,0.0776739,5,63,0,-23.192419,5.3318648,0.11684984,0.69925331,-0.69593229,0.75945539,-0.59250497,0.33614312
25.470041,0.83884329,0.0776739,5,47,0,-21.093454,5.2187992,0.19146009,0.53575746,-0.04537317,0.39042329,-0.41488699,0.3545281
22.215867,0.78318472,0.0776739,4,31,0,-18.538518,5.175194,0.35979105,0.72978857,-0.11229431,0.067690103,-0.5533072,0.33033402
22.885054,0.99753215,0.0776739,6,63,0,-17.774746,5.0693898,-0.082204684,0.6952324,-0.38109686,1.3256027,-0.2882123,0.32712643
26.206677,1,0.0776739,4,15,0,-21.976143,5.2063669,-0.17963206,0.84596129,-0.30848357,1.0119682,-0.32610515,0.34761753
25.389687,0.90103872,0.0776739,6,63,0,-23.30834,5.0512388,0.16246664,0.74227004,0.25580492,0.46325367,-0.59199695,0.35147691
28.143989,0.98440234,0.0776739,6,63,0,-21.816683,5.3982799,0.60546617,0.22135034,-0.36717769,0.33609192,-0.68810973,0.3669799
27.24118,0.9982275,0.0776739,6,63,0,-25.213643,5.441001,0.81957482,-0.06138793,-0.34257444,0.019416397,-0.48228401,0.28330994
27.019288,0.98931666,0.0776739,6,63,0,-22.78209,5.1898595,0.17753115,0.73737949,-0.1632479,0.44341425,-0.61757234,0.39161068
27.418902,0.99251982,0.0776739,5,63,0,-23.619842,5.0971089,0.29091564,0.41989675,-0.10809112,0.7802803,-0.37448767,0.33963876
29.086059,0.98031348,0.0776739,6,63,0,-24.499738,5.2290579,0.35669686,0.49015612,-0.2268466,0.24013434,-0.47475037,0.33512388
27.832225,0.99571064,0.0776739,6,127,0,-26.906542,5.3640014,0.82492735,-0.0098641311,-0.21659775,0.22796424,-0.63631638,0.33992046
23.979219,0.94440511,0.0776739,5,31,0,-22.651286,5.2520928,0.76033537,0.19534851,0.0019999783,-0.37663971,-0.36571281,0.37018613
22.036525,0.94841399,0.0776739,6,63,0,-18.668546,5.2098747,1.0031045,-0.24981518,0.25444352,0.17311481,-0.56095162,0.38584785
23.227405,0.90924252,0.0776739,5,31,0,-18.829595,5.3612517,0.92582238,0.064046131,-0.19410474,-0.16979362,-0.70088024,0.43452496
23.260526,0.97237121,0.0776739,6,63,0,-18.751184,5.6514888,0.41544634,0.15952499,-0.97604031,0.6549674,-0.60627293,0.31641614
26.842118,0.97642013,0.0776739,5,31,0,-21.71061,5.5249969,0.60125537,0.28777515,-0.4927804,0.090006948,-0.67187921,0.31928159
26.833315,0.99774818,0.0776739,5,63,0,-24.27699,5.3547331,0.56015528,0.36164485,-0.48566266,-0.0099559026,-0.6453897,0.33354235
28.334389,0.99957277,0.0776739,4,15,0,-26.310783,5.4849738,0.49162726,0.2754261,-0.35449405,0.33528758,-0.61100177,0.32410691
24.542456,0.99490045,0.0776739,4,31,0,-22.966703,5.5808653,0.45076145,0.29287775,-0.32973518,0.20168136,-0.56897526,0.34127047
24.656262,0.95557283,0.0776739,5,31,0,-18.634135,5.429354,0.56345353,0.066526951,-0.18539279,0.56292459,-0.63638612,0.39953896
25.173389,0.99466986,0.0776739,6,63,0,-21.193989,5.2742238,0.28965766,0.53929988,-0.58680458,0.45932877,-0.34374905,0.37347915
25.068022,0.9122868,0.0776739,5,31,0,-19.461072,5.2008518,0.14207929,0.67139784,-0.14410365,0.89975273,-0.70532371,0.28904044
25.791834,0.80558256,0.0776739,4,15,0,-22.606625,5.1604161,0.086183801,0.83320655,-0.28729039,0.73318165,-0.61588335,0.2983349
22.941617,0.86950948,0.0776739,4,15,0,-20.740625,5.1583498,-0.01112387,0.91183873,-0.19753876,0.87941879,-0.63135373,0.2862434
23.037736,0.98853796,0.0776739,6,63,0,-18.849617,5.095233,0.024910417,0.71370706,0.034268788,0.60024887,-0.21080021,0.43343235
26.710194,0.99662068,0.0776739,6,63,0,-17.530717,5.2221269,0.13857483,0.70334475,-0.41902442,0.72988912,-0.65833369,0.28236243
26.971597,0.95015085,0.0776739,5,63,0,-23.189679,5.2180582,0.49762643,0.34153669,-0.18789836,0.1745017,-0.32568308,0.36818619
28.840909,0.96491043,0.0776739,6,63,0,-25.66964,5.1989131,0.059658609,0.7083508,-0.3239952,0.81837043,-0.53471985,0.2951081
26.515659,0.9583578,0.0776739,6,63,0,-24.419035,5.1288062,0.11374772,0.71531505,0.049980191,0.43057603,-0.43174972,0.38181585
28.518208,0.99371452,0.0776739,6,63,0,-23.996854,5.2345181,0.17097192,0.5847689,-0.44888133,0.79651787,-0.48696628,0.30405288
27.832275,0.85851634,0.0776739,5,63,0,-24.63054,5.081331,0.25837942,0.53035585,0.01484364,0.60212117,-0.50775967,0.34427566
27.387964,0.86307413,0.0776739,5,63,0,-24.19443,5.3678837,0.62320804,0.3157295,-0.38329389,0.09119995,-0.62268368,0.34699672
25.800038,0.97988155,0.0776739,5,39,0,-19.315064,5.6689977,0.38375615,0.29642329,-0.77217609,0.41543457,-0.59376721,0.30492115
26.321996,0.99724824,0.0776739,5,63,0,-20.101345,5.3430733,0.89438976,0.047848716,-0.13602525,-0.16530699,-0.72474637,0.34959852
23.511848,0.97967831,0.0776739,4,15,0,-23.096602,5.4180273,0.73941641,0.16753357,0.024342895,-0.22815107,-0.73233481,0.34714876
24.473143,0.99689724,0.0776739,6,95,0,-19.211492,5.1678622,-0.058541645,0.85465146,-0.0032726688,0.62201526,-0.44687136,0.42152116
27.438127,0.84465613,0.0776739,6,63,0,-19.62806,5.2831225,0.66390665,0.071176156,-0.069043177,0.36438949,-0.46359561,0.30579612
27.885597,0.9998463,0.0776739,6,63,0,-26.789848,5.3500274,0.21308519,0.43944742,-0.39413513,0.85458817,-0.51661015,0.35907494
26.793543,0.85297526,0.0776739,5,63,0,-21.823221,5.2846893,0.12524047,0.71187618,-0.49316796,0.63398859,-0.44407549,0.31031047
25.669711,0.98418668,0.0776739,5,63,0,-23.834074,5.1396314,0.39581308,0.44063914,0.05591547,0.61307577,-0.48036518,0.37149182
25.963979,0.98816871,0.0776739,6,63,0,-23.332772,5.1351684,0.35532318,0.40114217,-0.041038219,0.43151717,-0.47316981,0.38169063
28.128146,0.88259606,0.0776739,4,19,0,-23.559868,5.1632275,0.4028754,0.48763676,-0.16574984,0.33280167,-0.48486023,0.37062649
28.248699,0.99226757,0.0776739,6,63,0,-25.784137,5.253039,0.030883416,0.8002288,-0.33924124,0.57956962,-0.4752597,0.35722119
28.241205,0.80363621,0.0776739,5,39,0,-24.137895,5.260609,0.33397695,0.5228486,-0.27438816,0.22029799,-0.57007921,0.34361247
27.271187,0.98320347,0.0776739,5,31,0,-20.914038,5.4817597,0.64309743,0.057696051,-0.47582186,0.45588836,-0.69200251,0.28469093
28.590497,0.99964361,0.0776739,6,63,0,-25.32348,5.4735531,0.35576306,0.37678989,-0.59059306,0.44279386,-0.54038227,0.28623844
26.660341,0.9218595,0.0776739,6,63,0,-23.731624,4.9914888,0.14754799,0.740196,0.06061956,0.4600601,-0.3801595,0.38324938
25.541142,0.97513946,0.0776739,5,31,0,-23.877146,5.0047385,0.42607013,0.38885341,0.25492908,0.48014333,-0.34993112,0.34342078
26.757977,0.99712703,0.0776739,5,31,0,-22.200764,5.0220269,0.48811761,0.42088217,0.057487039,0.29238723,-0.43301221,0.35574666
28.23046,0.92477017,0.0776739,5,63,0,-21.80599,5.2146266,0.0040775779,0.69997005,-0.34086945,0.81111425,-0.4270632,0.33197787
27.277699,0.99902319,0.0776739,6,63,0,-26.292147,5.4078808,0.73302056,-0.024578285,-0.19912946,0.30961474,-0.63401802,0.31111904
27.9094,0.9919027,0.0776739,5,63,0,-25.452763,5.4116153,0.7055998,0.07279704,-0.49310307,0.30795913,-0.50670842,0.33940332
28.16173,0.96824498,0.0776739,5,63,0,-24.95004,5.2755646,0.14399138,0.6839855,-0.4129606,0.56007931,-0.42685024,0.31650329
29.504214,0.99784571,0.0776739,6,63,0,-27.539278,5.2780876,0.38947573,0.40668864,-0.30668746,0.55558735,-0.59197555,0.29012182
25.310437,0.97657524,0.0776739,6,63,0,-23.717759,5.0800223,0.038361814,0.58567318,-0.063459386,1.1806353,-0.37925026,0.35827444
27.03736,0.97829213,0.0776739,6,95,0,-23.679898,5.3759392,0.18043686,0.65831625,-0.41969214,0.22361405,-0.5311912,0.29331644
28.707421,0.96974447,0.0776739,4,31,0,-25.223463,5.2701962,0.41332389,0.29333745,-0.32057574,0.66249881,-0.50496362,0.29461769
27.016432,0.62719247,0.0776739,5,31,0,-24.637733,5.4521225,0.25263131,0.62077015,-0.53197334,0.26441719,-0.56850068,0.35194664
25.444735,0.95431465,0.0776739,5,31,0,-20.691603,5.1874304,0.17390142,0.66406992,-0.42340199,0.72123168,-0.65134492,0.27958121
26.253298,0.91324979,0.0776739,5,63,0,-19.865836,5.2050015,0.75377895,0.16717606,-0.12376906,-0.07328213,-0.40750367,0.33636689
28.699403,0.99906716,0.0776739,4,31,0,-23.051726,5.2749352,0.65513817,0.1283813,-0.1549207,0.39052931,-0.56083887,0.31304432
29.655246,0.88875826,0.0776739,5,63,0,-26.419019,5.3458677,0.35999047,0.46735939,-0.40861705,0.40703781,-0.6164691,0.33022471
28.222817,0.97406086,0.0776739,5,31,0,-26.288466,5.3845965,0.50895845,0.39642365,-0.30836946,0.049773,-0.6250716,0.35649905
27.945403,0.99863858,0.0776739,5,63,0,-25.585196,5.3627014,0.28028668,0.53978735,-0.28159235,0.22419993,-0.51683299,0.35938081
26.490077,0.98046036,0.0776739,5,31,0,-25.601202,5.2908222,0.31916822,0.60280609,-0.43745891,0.16240678,-0.45890389,0.38504366
24.171165,0.99899311,0.0776739,5,31,0,-22.614178,5.4093023,0.10661888,0.79834833,-0.47925065,0.16834158,-0.49118815,0.40858882
22.872446,0.98163464,0.0776739,5,63,0,-20.447751,5.3483852,-0.015542303,0.95563554,-0.67999636,0.2034867,-0.44759889,0.38333334
27.119324,0.88663907,0.0776739,5,31,0,-19.341188,5.2482759,0.016125048,0.68917431,-0.28218455,0.70715847,-0.38863406,0.37642017
27.471884,0.9925769,0.0776739,5,31,0,-25.383995,5.2196349,0.055899518,0.68310615,-0.30069347,0.8678353,-0.40817936,0.3668521
24.508715,0.98206004,0.0776739,5,63,0,-22.810307,5.2450881,0.40541108,0.29931734,-0.36732605,0.82182474,-0.45736288,0.43337652
24.528226,0.97692229,0.0776739,5,63,0,-20.700501,5.5791593,0.26900183,0.54373126,-0.79475335,0.37400165,-0.6234742,0.28901922
23.196244,0.97747694,0.0776739,4,15,0,-22.508471,5.6076202,0.23782905,0.56621342,-0.73755924,0.32287904,-0.59030383,0.28666738
24.587385,0.99887287,0.0776739,5,31,0,-20.47662,5.5562093,0.69886568,-0.14991455,-0.42468661,0.48560652,-0.52548091,0.38682454
28.79875,0.72208995,0.0776739,4,31,0,-17.771986,5.4587637,0.59737339,0.21992677,-0.34357769,0.16067624,-0.64120556,0.34657373
28.505476,0.95874702,0.0776739,6,63,0,-26.80027,5.2518818,0.52203905,0.20572222,-0.1685887,0.42179452,-0.44577378,0.34209562
28.370975,0.9898516,0.0776739,5,31,0,-25.556514,5.2913988,0.39779605,0.41121672,-0.26676089,0.54213975,-0.70264993,0.34852158
29.456461,0.99883821,0.0776739,5,39,0,-26.809099,5.394265,0.61933396,0.12740093,-0.33499064,0.38888404,-0.57621188,0.31398359
28.626411,0.983222,0.0776739,5,31,0,-27.562694,5.3956119,0.64085089,0.23432215,-0.2595611,-0.064435124,-0.56535697,0.31272937
28.928445,0.99729417,0.0776739,6,63,0,-26.607876,5.2825657,0.56725394,0.28661672,-0.088426042,0.14340953,-0.56241199,0.3287153
28.532927,0.99785685,0.0776739,6,63,0,-27.567547,5.2396076,0.54084421,0.23177039,-0.24580383,0.46364343,-0.48052032,0.35521888
27.684987,0.95059178,0.0776739,5,63,0,-24.742832,5.5862549,0.57518483,0.22608258,-0.58462661,0.054995243,-0.58023969,0.3470827
25.843683,0.98358782,0.0776739,5,63,0,-22.939493,5.27068,0.21835,0.4455089,-0.049267692,0.68807396,-0.45175727,0.30771229
26.027955,0.87785468,0.0776739,5,63,0,-22.864673,5.231838,0.27163604,0.65795461,-0.50295699,0.41352711,-0.56831497,0.29922801
27.914944,0.89779975,0.0776739,4,15,0,-24.375051,5.2907398,0.2120109,0.58063653,-0.1514641,0.59455309,-0.54964538,0.30346148
27.969159,0.53642402,0.0776739,6,79,0,-21.213855,5.5187036,0.8123663,-0.024712805,-0.56495679,0.074737335,-0.58266792,0.35603744
27.135573,0.91679629,0.0776739,6,63,0,-25.228005,5.5347815,0.75489877,0.06010856,-0.57395551,0.23919446,-0.69270397,0.35819633
28.434467,0.85389717,0.0776739,5,31,0,-24.503474,5.4910218,0.57823387,0.12122773,-0.51085065,0.34145026,-0.62268245,0.32885514
28.552956,0.99766529,0.0776739,6,63,0,-27.062053,5.3297145,0.72606969,0.14749648,-0.13946612,0.011803975,-0.59316405,0.33148244
25.713288,0.97531232,0.0776739,6,63,0,-23.825784,5.2576273,-0.19595558,0.99126773,-0.61121868,0.87974235,-0.49618586,0.3081684
28.427738,0.86862123,0.0776739,5,31,0,-23.129227,5.2888646,0.22255699,0.58871338,-0.38150735,0.50501074,-0.4388098,0.36090753
26.121638,0.99746976,0.0776739,5,31,0,-24.81719,5.0570577,0.57977887,0.28072385,0.080145421,0.49176388,-0.5086673,0.35496119
26.563726,0.94367311,0.0776739,6,63,0,-21.979976,4.9807712,-0.16073089,1.090954,-0.034663861,0.71472779,-0.51078598,0.30988095
27.631083,0.97534116,0.0776739,6,63,0,-23.800865,5.4678688,0.65584141,0.22986163,-0.41681126,-0.01635959,-0.67366679,0.37233714
23.796909,0.91143671,0.0776739,5,63,0,-21.111351,5.4445068,0.44760964,0.28689154,-0.11651229,0.21215558,-0.630301,0.40576218
24.326078,0.99344356,0.0776739,5,63,0,-20.037651,5.1778066,0.57458829,0.38225258,-0.288263,0.04445942,-0.39787379,0.29705564
25.815478,0.64681109,0.0776739,2,7,0,-21.116984,5.1917605,0.54136454,0.40119745,-0.26276242,0.067164496,-0.406254,0.29861263
28.425468,0.99982925,0.0776739,5,31,0,-24.872547,5.4014597,0.5343255,0.22769897,-0.30790007,0.34872067,-0.49226281,0.35478059
27.788887,0.97833011,0.0776739,5,31,0,-26.162065,5.4495968,0.59490525,0.064189224,-0.55661094,0.52398005,-0.57050977,0.34161224
27.381018,0.99769045,0.0776739,5,63,0,-22.686857,5.5673526,0.929798,-0.15287618,-0.57847894,-0.020397577,-0.65138904,0.35466086
24.371024,0.9955972,0.0776739,5,31,0,-22.867142,5.5461205,0.85441295,0.041630253,-0.37655629,-0.4938861,-0.52802253,0.30753347
26.225792,0.68346814,0.0776739,4,15,0,-21.687546,5.4680467,0.96023045,-0.15337187,-0.38450154,-0.24433716,-0.54411284,0.31050147
23.02618,0.99641106,0.0776739,6,63,0,-21.755962,5.0618036,-0.31435052,1.23164,-0.28339799,1.0726715,-0.65686775,0.40787355
22.830213,0.98905602,0.0776739,6,63,0,-20.620143,5.0054102,-0.38749502,1.2017218,-0.19954767,1.1757254,-0.6426047,0.40772631
24.332929,0.98403793,0.0776739,6,63,0,-20.625796,4.8717968,-0.01680611,0.91569696,0.14850307,0.70943288,-0.25161539,0.32312185
22.22867,0.56492874,0.0776739,6,63,0,-16.60724,4.8843507,0.054519233,0.80008552,0.18923125,0.82796607,-0.2035505,0.35585923
23.348337,0.99752516,0.0776739,4,15,0,-20.563137,4.8022291,0.029124146,0.81098322,0.052523767,0.84814062,-0.23929657,0.34878875
23.254885,0.90166962,0.0776739,6,63,0,-18.673796,5.1786224,0.066461292,0.73263644,-0.59420864,0.55969146,-0.38799545,0.40498464
22.433878,0.98321788,0.0776739,6,63,0,-18.667425,5.2550706,0.26343476,0.34527407,-0.020807809,0.6833558,-0.42057056,0.44191774
23.717001,0.97441986,0.0776739,5,31,0,-20.776478,5.2556421,0.3567056,0.41893414,-0.015680403,0.56320187,-0.44530882,0.43406458
24.40424,0.99604525,0.0776739,5,31,0,-20.969458,5.1372016,0.4182532,0.31684136,-0.055247354,0.52563553,-0.40714858,0.44204401
27.201784,0.99773347,0.0776739,5,31,0,-23.446672,5.1141403,0.17626896,0.6508207,-0.056699349,0.57682447,-0.54245211,0.39052805
25.763199,0.943516,0.0776739,6,63,0,-23.657639,5.13771,-0.067313173,0.83319272,-0.17937441,0.56842686,-0.32227206,0.29999143
25.449432,0.99749237,0.0776739,6,63,0,-23.370947,5.2784766,0.00094061469,0.78035737,-0.33111563,1.0151312,-0.69289212,0.37431578
26.772629,0.98540471,0.0776739,5,63,0,-23.502372,5.3051088,0.14262369,0.7214748,-0.48460046,0.5100841,-0.55899047,0.39732627
26.465362,0.95816756,0.0776739,5,63,0,-25.376386,5.3899134,0.20953428,0.64598842,-0.52066764,0.50885111,-0.61754317,0.39371879
28.36126,0.98240299,0.0776739,5,47,0,-23.902871,5.3057216,0.34187613,0.58194941,-0.25795764,0.24693135,-0.60522865,0.31465653
26.597024,0.78856404,0.0776739,5,31,0,-25.084742,5.2625053,0.5351043,0.2848915,-0.21106592,0.56583214,-0.52861514,0.34593387
27.309435,0.99576854,0.0776739,4,31,0,-23.23279,5.1636953,0.48751064,0.28989922,-0.10534046,0.28697648,-0.37605684,0.3514313
25.92458,0.94100889,0.0776739,6,63,0,-21.47486,5.0729858,-0.16226803,1.0266409,-0.12634317,0.99903635,-0.53728806,0.33371892
26.871172,0.99711183,0.0776739,5,63,0,-22.262593,5.2696723,0.2178981,0.55691867,-0.37375059,0.85743062,-0.55814186,0.28800948
26.017152,0.9052165,0.0776739,6,127,0,-22.623539,5.6259608,0.72000016,0.050289985,-0.58560625,-0.089369191,-0.62729531,0.39425395
29.57751,0.99062015,0.0776739,6,63,0,-22.810255,5.3196685,0.40249436,0.40174273,-0.40671718,0.33891872,-0.49981317,0.29303467
29.280775,0.89175377,0.0776739,5,63,0,-28.230683,5.3753393,0.33090067,0.47846315,-0.35784431,0.28617615,-0.57661214,0.30720212
28.884561,0.99974212,0.0776739,4,31,0,-27.28332,5.2952882,0.28563507,0.45840731,-0.4969549,0.63133927,-0.50923693,0.315571
24.655662,0.77241391,0.0776739,5,31,0,-21.594772,5.5027232,0.35249998,0.16921167,-0.65438916,0.88453154,-0.40804449,0.33122451
25.023385,0.84294251,0.0776739,6,63,0,-20.064429,5.2789698,0.094051657,0.77440039,-0.20848872,0.29033477,-0.63202941,0.39702038
24.984977,0.98001207,0.0776739,5,63,0,-22.696863,5.1985231,0.26095507,0.59953769,-0.24699434,0.3607924,-0.62904526,0.4217717
25.817552,0.96742619,0.0776739,5,31,0,-20.842959,5.224435,0.41306903,0.36407104,-0.091226424,0.21687583,-0.27833011,0.29654733
23.479266,0.71811493,0.0776739,4,15,0,-20.5173,5.1101577,0.5279379,0.24667678,-0.1005708,0.29303156,-0.18809409,0.31454838
24.218618,0.99982279,0.0776739,6,63,0,-19.44165,5.4854817,0.26491317,0.48097653,-0.83562208,0.34190564,-0.36453616,0.3889396
24.037267,0.99844684,0.0776739,5,31,0,-23.141958,5.43841,0.26843883,0.53706209,-0.83274308,0.27520962,-0.38902943,0.37959789
25.303107,0.94559231,0.0776739,6,63,0,-18.197106,5.3242048,0.58317047,0.28642907,-0.045239658,0.38317793,-0.77707743,0.34639656
24.335921,0.97963622,0.0776739,6,63,0,-20.638075,5.1660007,0.4331016,0.35061041,0.10528375,0.10874303,-0.30442,0.38112284
23.190552,0.96398235,0.0776739,5,63,0,-19.259849,4.9632593,0.37036951,0.32208243,0.11224233,0.86753605,-0.42930378,0.34252144
24.867393,0.97659576,0.0776739,5,31,0,-18.891234,4.9601856,0.27450493,0.59132812,0.31463335,0.68439538,-0.48400996,0.36870046
24.687738,0.80531529,0.0776739,6,63,0,-17.135257,5.4905184,0.029689927,0.702827,-0.64271581,0.77669822,-0.51257278,0.33606585
28.033966,0.92918998,0.0776739,5,63,0,-22.099614,5.4000555,0.49730379,0.30706565,-0.55046958,0.2726741,-0.43578287,0.33354213
