# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = garch11_model
# start_datetime = 2026-08-20 13:55:47 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /home/m0hawk/Documents/apin/stan/data/garch11.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/garch11/rep1/chain_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/garch11__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,alpha0,alpha1,beta1
-268.54115,0.97158274,0.25961154,4,15,0,272.82225,5.1473464,0.72535379,0.5242722,0.44029883
-273.31817,0.89381735,0.25961154,4,15,0,274.77589,4.9949909,0.59153312,0.55749583,0.44216872
-269.22141,0.98413473,0.25961154,4,15,0,274.1317,4.9435206,0.84135719,0.62496948,0.35444791
-272.12152,0.72619958,0.25961154,3,15,0,274.25857,5.0148296,0.83520319,0.75351166,0.23964168
-267.70256,0.99644044,0.25961154,3,7,0,272.95065,5.0391627,0.96246401,0.62066474,0.33419269
-267.8141,0.96472076,0.25961154,4,15,0,270.13532,5.0770025,1.6774576,0.52007913,0.34155922
-267.09747,0.9888408,0.25961154,4,15,0,268.43839,4.9263203,1.4316374,0.52852523,0.3103775
-267.87587,0.99263023,0.25961154,4,15,0,268.7013,4.95113,2.2085539,0.46259255,0.2049129
-269.36293,0.76621747,0.25961154,4,15,0,272.01774,4.8665847,2.1245209,0.70474548,0.15020601
-269.57218,0.66715544,0.25961154,3,15,0,274.11881,5.0092754,1.5380293,0.78202555,0.20290862
-269.54412,0.97497195,0.25961154,3,15,0,271.70212,4.9398983,1.2887236,0.75780009,0.19300828
-267.93893,0.96107708,0.25961154,4,15,0,270.27805,5.0479688,0.8265596,0.45112248,0.40144471
-267.46795,1,0.25961154,4,15,0,268.32571,5.079989,2.068984,0.64843273,0.16997336
-267.30914,0.99915469,0.25961154,4,15,0,268.28213,4.9118001,1.4908016,0.48996815,0.34361251
-267.6495,0.872983,0.25961154,3,11,0,269.40776,4.9584958,1.4349674,0.59340499,0.32535252
-269.64254,0.92993431,0.25961154,3,7,0,271.05558,5.1295332,0.79146666,0.32603971,0.56339907
-268.72549,0.71658265,0.25961154,3,15,0,274.20818,5.0990848,1.5537355,0.55417619,0.16362338
-267.56744,1,0.25961154,1,1,0,268.48099,5.0964385,1.5968986,0.55503479,0.19389051
-266.80037,1,0.25961154,2,7,0,267.86353,5.0851903,1.5552329,0.55427793,0.24910261
-266.70037,0.99413675,0.25961154,4,15,0,267.80368,5.0782056,1.396129,0.55590569,0.29954708
-267.38897,0.99183673,0.25961154,3,11,0,267.68271,4.9123148,1.4236824,0.43165723,0.37820087
-269.36021,0.88615221,0.25961154,4,15,0,269.80843,5.1413525,0.77195306,0.57651167,0.41178941
-268.0189,0.99118415,0.25961154,4,15,0,270.10148,5.0668293,1.5575848,0.44724711,0.39823694
-268.19363,0.94686167,0.25961154,2,3,0,268.5657,5.0386754,1.336122,0.4698098,0.26242223
-269.84038,0.85349258,0.25961154,2,3,0,270.20835,5.0387996,1.9035862,0.48261471,0.38188045
-266.92939,1,0.25961154,2,3,0,270.17349,5.0583173,1.680056,0.53075921,0.29007535
-267.00753,0.9993745,0.25961154,4,15,0,267.61105,5.0510323,1.0158299,0.55955152,0.3439167
-267.83369,0.95434444,0.25961154,4,15,0,268.17018,4.915768,1.4942671,0.47100256,0.27094526
-268.87733,0.96522743,0.25961154,4,15,0,271.02059,5.1903076,1.4362243,0.35950162,0.39817619
-268.51444,0.77990563,0.25961154,4,15,0,270.4263,5.0128813,2.2420009,0.72021297,0.15236725
-267.73441,0.98035389,0.25961154,4,15,0,270.85695,5.1794585,1.1861494,0.45715957,0.40301719
-270.65138,0.9809488,0.25961154,4,15,0,271.31873,5.151329,2.5415012,0.83070485,0.051651898
-269.74156,0.95736759,0.25961154,3,15,0,272.35023,5.1051507,2.5890783,0.75661786,0.12541679
-268.91411,0.99598268,0.25961154,4,15,0,270.54359,5.1721116,1.9238365,0.70709723,0.090581089
-270.69484,0.96731232,0.25961154,3,15,0,272.44997,5.1927072,2.3562945,0.35737582,0.32083186
-269.24942,1,0.25961154,2,3,0,270.83369,5.1827304,2.0197651,0.37158878,0.28283134
-269.10396,0.91347165,0.25961154,3,15,0,271.08821,5.2752541,2.0832296,0.51457696,0.21780372
-267.5294,0.98360942,0.25961154,4,15,0,270.11213,5.1645979,1.0419189,0.56052828,0.32137211
-267.62698,0.98318911,0.25961154,4,15,0,268.36666,4.9656775,2.04354,0.57027434,0.2362284
-268.37409,0.99792678,0.25961154,4,15,0,269.45742,4.8783604,1.1040568,0.59536988,0.30966567
-267.02144,0.97917826,0.25961154,4,15,0,271.88951,5.0361867,1.7993907,0.61399902,0.19640843
-267.01217,0.99193275,0.25961154,4,15,0,267.77269,5.1370003,1.2542289,0.54635415,0.33158195
-268.08415,0.96031641,0.25961154,4,15,0,269.22233,4.9800498,1.4031571,0.56915826,0.21032548
-267.26958,0.99619823,0.25961154,4,15,0,268.34054,5.0732057,0.98058544,0.49018257,0.42888184
-268.50021,0.92799517,0.25961154,4,15,0,271.53743,5.2423777,1.3222502,0.47376695,0.31493781
-269.89103,0.27465553,0.25961154,2,3,0,274.61748,5.1911613,1.2881745,0.49548471,0.22730907
-267.73407,0.9452113,0.25961154,2,3,0,270.51251,5.1823982,1.5154154,0.47750053,0.34157479
-266.88983,0.96086406,0.25961154,4,15,0,268.52545,4.9574473,1.4308292,0.52129368,0.30319685
-267.75164,0.74986942,0.25961154,4,15,0,269.60423,4.9976387,1.7347183,0.71060874,0.1860415
-269.89966,0.79680765,0.25961154,3,11,0,272.83868,5.0396427,0.97138152,0.71312887,0.20968597
-267.11507,1,0.25961154,2,3,0,270.10456,5.0968406,1.2142206,0.62436894,0.295457
-267.80474,0.99020713,0.25961154,3,15,0,269.47339,5.0587903,1.5724407,0.72704586,0.21081538
-271.25988,0.77585001,0.25961154,4,15,0,272.8613,5.0786315,0.62530873,0.27430194,0.58359108
-268.55533,1,0.25961154,4,15,0,272.63179,4.8579793,1.3662641,0.62478795,0.29746906
-269.02555,0.99022282,0.25961154,3,15,0,270.45141,5.1850032,2.2372994,0.4171341,0.25887592
-268.13514,0.99466109,0.25961154,4,15,0,270.38931,5.0712055,0.92308352,0.6387058,0.2886442
-268.63314,0.97438476,0.25961154,3,15,0,271.45271,5.1215019,0.78396719,0.50422811,0.46511627
-267.63014,0.96680388,0.25961154,4,15,0,269.6156,5.1021567,1.4342384,0.55573355,0.35113733
-268.13691,0.98344478,0.25961154,3,7,0,268.31812,5.1056725,1.1799759,0.48266445,0.28937626
-272.28715,0.99066713,0.25961154,3,11,0,274.32529,4.6749226,0.73216353,0.40746449,0.49677587
-267.43366,0.99868272,0.25961154,3,7,0,272.68514,4.9880143,1.1883447,0.38908909,0.40079112
-266.85719,0.97428491,0.25961154,3,7,0,267.9904,5.0018555,1.4136736,0.52412198,0.33812876
-267.06268,0.99055704,0.25961154,2,7,0,267.80993,4.9847573,1.5776027,0.45441757,0.300019
-266.71321,0.83481703,0.25961154,3,15,0,268.33471,5.0768589,1.4468092,0.54882987,0.29925003
-267.52854,0.83658283,0.25961154,2,7,0,269.26433,5.041524,1.4345147,0.56143224,0.3499474
-266.77043,0.99901316,0.25961154,3,15,0,267.91785,4.9911118,1.2182378,0.52644244,0.33553703
-267.48496,0.95884175,0.25961154,4,15,0,268.23605,5.1389141,1.9195313,0.65724771,0.18516555
-267.18473,0.99158898,0.25961154,4,15,0,268.35693,5.0996729,1.4247254,0.61127882,0.29727657
-268.98001,0.92715989,0.25961154,4,15,0,270.56587,5.1185036,1.2733384,0.5032306,0.23449589
-268.01629,1,0.25961154,2,7,0,271.51008,5.0122495,1.1692496,0.4289352,0.46803827
-267.37186,0.96205693,0.25961154,4,15,0,269.61334,5.0509769,1.2546267,0.66011513,0.23795946
-267.41297,0.99288425,0.25961154,3,11,0,268.54449,4.9367955,1.239978,0.46443585,0.41380305
-267.85319,0.98358116,0.25961154,2,7,0,270.7722,4.8599718,1.2301942,0.44012988,0.4135446
-268.12847,0.75346657,0.25961154,4,15,0,270.43625,5.1712264,2.1488806,0.68407694,0.13085781
-267.37196,0.99779389,0.25961154,4,15,0,269.21027,5.0692551,1.9237221,0.66346076,0.15883215
-269.31606,0.95370033,0.25961154,4,15,0,271.71112,4.9935111,0.52538858,0.48815466,0.46561641
-270.04755,0.87850501,0.25961154,3,7,0,271.84084,4.9974788,0.62615992,0.56361404,0.42836136
-267.69602,0.97094063,0.25961154,3,15,0,271.54419,5.0486738,1.0102107,0.51549066,0.43007836
-267.51874,0.99224846,0.25961154,4,15,0,268.76164,5.030977,1.417305,0.67348374,0.19892038
-268.86443,0.9555634,0.25961154,3,7,0,269.15653,5.0809556,1.5617309,0.76078252,0.21576078
-268.077,0.95612526,0.25961154,3,11,0,271.6059,5.099915,1.6238935,0.71709515,0.23010057
-268.08645,0.98995318,0.25961154,4,15,0,268.94387,5.0760506,1.9236657,0.69544701,0.11370296
-267.58931,0.98649589,0.25961154,4,15,0,268.62135,5.0845116,0.99158939,0.47262228,0.44946359
-268.04766,0.97579749,0.25961154,2,7,0,268.48559,5.1059077,1.0089698,0.44211526,0.47367982
-268.34703,0.98723148,0.25961154,3,11,0,269.48,4.9955395,2.3642003,0.67623619,0.13521876
-267.31678,0.62056996,0.25961154,3,7,0,272.48967,5.0138982,1.478384,0.65511072,0.20667322
-269.04989,0.93113618,0.25961154,3,7,0,269.24461,5.2215898,1.5560527,0.6810998,0.26994482
-269.13599,0.9706859,0.25961154,3,7,0,270.60397,5.2950427,1.6351377,0.68944366,0.209156
-270.12197,0.99553218,0.25961154,4,15,0,271.03567,4.7974009,0.82281661,0.37007396,0.46712777
-268.68497,1,0.25961154,3,7,0,270.81983,4.8719306,0.77583033,0.43401722,0.44931925
-267.65939,1,0.25961154,4,15,0,269.0541,5.1958428,1.7768458,0.60234604,0.23010154
-268.60105,0.87231602,0.25961154,4,15,0,269.74454,4.998812,0.85417869,0.61486425,0.30706633
-268.31142,0.69867489,0.25961154,3,15,0,275.67852,4.9109962,2.116922,0.58610263,0.23579388
-269.71613,0.99784765,0.25961154,3,7,0,270.05541,4.8878679,2.1388326,0.70963497,0.10258455
-267.25524,0.99617632,0.25961154,3,7,0,269.97767,5.0505706,1.9829934,0.60765291,0.20980512
-266.73962,0.99811701,0.25961154,2,7,0,267.83191,5.0713277,1.574022,0.5524379,0.25571612
-266.97256,0.99707921,0.25961154,3,7,0,267.11411,5.0323358,1.8826253,0.55964943,0.22142977
-267.40623,0.93938673,0.25961154,3,15,0,268.03523,5.0215442,1.0275769,0.61068645,0.30884186
-268.68645,0.97884149,0.25961154,4,15,0,269.8041,5.080833,2.2076535,0.76840555,0.10963544
-270.68315,0.86560209,0.25961154,3,7,0,271.94339,5.0420614,2.8425724,0.79378178,0.066326883
-268.94126,0.99696388,0.25961154,4,15,0,271.4116,5.202645,0.89458718,0.47326274,0.46830861
-267.74024,0.99343409,0.25961154,4,15,0,270.11555,5.1472023,1.1094703,0.65918715,0.26858381
-272.97213,0.93189541,0.25961154,4,15,0,274.01844,4.7779933,0.53541485,0.46424253,0.52728157
-270.62359,0.96274327,0.25961154,4,15,0,274.914,5.1298298,1.0637302,0.56672379,0.42676703
-270.54945,0.97855438,0.25961154,3,15,0,272.11099,5.0382738,1.1551992,0.68944835,0.30788517
-268.20304,0.99486965,0.25961154,4,15,0,271.65408,5.1674791,0.79749695,0.55633747,0.36885826
-267.70397,0.89749993,0.25961154,4,15,0,270.35318,4.9541128,0.89971361,0.3964875,0.45584779
-267.71602,0.81594837,0.25961154,4,15,0,269.27809,4.9018886,0.96935826,0.47315932,0.39490534
-268.72017,0.98990024,0.25961154,4,15,0,269.34026,5.2527929,2.0980636,0.6561434,0.16477883
-267.16921,0.8989793,0.25961154,3,11,0,270.18217,4.9639709,1.3412641,0.57413606,0.32642908
-268.96548,0.99427613,0.25961154,3,15,0,269.38028,5.1594471,2.7140618,0.60296612,0.10259825
-267.84771,0.97308797,0.25961154,3,7,0,269.63538,5.083329,2.3513254,0.52612325,0.14978192
-270.012,0.92398941,0.25961154,4,15,0,270.84534,5.2898099,1.9814199,0.47434273,0.17899131
-269.88478,0.98196787,0.25961154,3,15,0,271.65034,4.9141763,1.204859,0.73247717,0.20187945
-270.1175,0.93934032,0.25961154,2,3,0,271.3341,4.9428481,1.178727,0.75446613,0.18818523
-268.26696,0.96330561,0.25961154,3,15,0,273.3757,4.9748095,1.5922146,0.74013652,0.18538867
-267.83662,0.89761748,0.25961154,3,11,0,271.20208,4.9979785,2.3470033,0.56560437,0.18348446
-268.95277,0.845027,0.25961154,4,15,0,270.21393,5.1063731,1.4689164,0.72955369,0.25106037
-271.54928,0.95853399,0.25961154,3,7,0,272.76027,5.2358747,0.69241409,0.43754827,0.39519986
-269.53105,0.78633716,0.25961154,2,3,0,273.34502,5.261405,0.75504442,0.47088157,0.45046529
-270.05349,0.86609169,0.25961154,2,7,0,271.382,5.211737,0.96658928,0.47355441,0.48560931
-268.16145,0.94047593,0.25961154,4,15,0,271.80834,5.1252992,0.86654846,0.47592788,0.46776583
-267.79223,0.93234438,0.25961154,4,31,0,270.74536,5.058042,1.9690562,0.6904615,0.19318188
-266.94207,0.94882475,0.25961154,4,31,0,268.60819,5.02412,1.7350626,0.5404633,0.2241261
-267.02878,0.90086813,0.25961154,4,31,0,267.87348,5.0640667,1.5278522,0.65524579,0.22093475
-268.91059,0.98989175,0.25961154,3,15,0,269.32677,5.1679011,1.8983401,0.80560467,0.12344157
-269.33948,0.97461932,0.25961154,3,7,0,270.88077,5.2036866,1.6677734,0.81411067,0.11372273
-267.61853,0.99209366,0.25961154,2,7,0,271.19507,5.1184852,1.4757844,0.71699361,0.18773886
-267.63077,0.98348502,0.25961154,4,15,0,268.77842,5.0296335,0.75387217,0.49308708,0.42293366
-267.99783,0.97318373,0.25961154,3,15,0,271.17359,5.222147,1.3225904,0.49094521,0.35606955
-267.96443,0.95387595,0.25961154,4,15,0,269.7196,4.9181749,1.0383322,0.47783223,0.35020523
-270.38096,0.64583918,0.25961154,4,15,0,273.23332,5.2236995,1.3823016,0.80355472,0.18492497
-269.72144,0.88800498,0.25961154,4,15,0,273.4161,4.9798994,0.94719925,0.42393633,0.53152438
-270.4056,0.98876958,0.25961154,4,15,0,271.48423,5.2187231,1.4360179,0.57541813,0.38416836
-268.63155,0.95522127,0.25961154,3,15,0,272.67277,5.1305032,0.68626511,0.50474078,0.39838322
-269.47194,0.90223428,0.25961154,4,15,0,270.76588,4.9906197,1.5141395,0.71424216,0.12585836
-267.97599,1,0.25961154,2,7,0,269.71214,5.087235,1.7984595,0.61117957,0.28124211
-273.73009,0.98215186,0.25961154,3,7,0,274.70621,5.482082,1.5258084,0.69215382,0.17249386
-268.67754,0.99841012,0.25961154,3,7,0,274.37892,5.2530342,2.0562614,0.53919626,0.2166455
-268.61849,0.98577771,0.25961154,2,3,0,269.01374,5.2570633,1.9179566,0.52213763,0.23764121
-267.80288,0.86511102,0.25961154,4,15,0,271.83116,4.9826552,1.0845703,0.60044486,0.35771542
-267.77216,0.98795529,0.25961154,4,15,0,268.4096,5.0920022,0.90015778,0.40411054,0.48395305
-267.31719,0.9450016,0.25961154,4,15,0,270.79271,5.141131,1.3604292,0.65397379,0.22760131
-267.28562,0.95718872,0.25961154,4,15,0,268.44316,4.9508976,1.4998878,0.41660038,0.34846737
-269.91085,0.97372282,0.25961154,4,15,0,271.02355,5.1614339,2.169005,0.75533229,0.054374242
-269.97764,1,0.25961154,3,7,0,270.49507,5.1442106,2.6871706,0.76073707,0.064225723
-267.39268,1,0.25961154,3,7,0,270.18926,5.0850128,1.3452738,0.6801794,0.25180067
-269.76904,0.89519171,0.25961154,3,7,0,271.01556,5.2366165,1.2567666,0.78616941,0.17456616
-267.25218,0.90956093,0.25961154,4,15,0,271.6215,4.93074,1.6257187,0.4981961,0.31900956
-266.96055,0.99184278,0.25961154,4,15,0,267.78201,5.0420685,1.0334787,0.50865167,0.35513212
-269.05327,0.93640218,0.25961154,4,15,0,269.35998,4.814018,1.4883416,0.57370338,0.24244666
-270.92043,0.89757396,0.25961154,3,7,0,272.08263,4.7382509,1.9438208,0.36889442,0.39482639
-268.27057,0.97093195,0.25961154,3,15,0,274.37351,5.008074,1.3847797,0.46603681,0.2556859
-267.88736,0.99940376,0.25961154,2,7,0,269.00761,5.0198498,1.8074524,0.62197725,0.27232866
-267.7661,0.96882288,0.25961154,2,7,0,269.31099,5.0744959,1.3826242,0.54801264,0.22169551
-267.88326,0.99803419,0.25961154,3,15,0,268.67411,5.1035824,1.1061226,0.61078657,0.35247226
-268.99573,0.97798293,0.25961154,3,15,0,270.654,5.1229389,1.645713,0.76056161,0.21340418
-267.79598,0.9699712,0.25961154,3,11,0,269.47329,5.0457238,1.4217181,0.59290369,0.19716813
-268.50172,0.99252413,0.25961154,4,15,0,269.10849,4.8668512,1.690362,0.51085058,0.21668026
-266.96663,0.85210582,0.25961154,3,15,0,269.94772,5.0269485,1.2531256,0.5052429,0.30572749
-267.44403,0.9424021,0.25961154,3,15,0,268.11183,5.0752389,1.5912096,0.54486489,0.32969844
-267.87588,0.99892207,0.25961154,3,11,0,269.68841,4.997909,1.6975043,0.46426742,0.22319013
-267.04121,0.60821261,0.25961154,3,15,0,272.17794,5.0034614,1.1669427,0.41782953,0.41060166
-267.85597,0.93199245,0.25961154,4,15,0,268.29883,4.8734483,1.4095658,0.49655913,0.29283721
-271.72837,0.69087167,0.25961154,4,15,0,272.80666,5.3309763,2.0976146,0.61990883,0.068495911
-268.48461,0.95831867,0.25961154,3,7,0,272.91232,5.1731233,2.2082623,0.70912684,0.10762493
-270.34223,0.97140126,0.25961154,4,15,0,271.82615,5.0256416,3.0349597,0.50289898,0.041542667
-272.17769,0.99373265,0.25961154,4,15,0,272.32936,5.0978308,3.4294611,0.4673042,0.014337104
-275.25728,0.97766811,0.25961154,3,15,0,277.34353,4.9778338,3.3459891,0.42278132,0.0011490749
-274.16326,0.9068229,0.25961154,4,15,0,277.617,5.1493791,2.4161522,0.68828122,0.0034903423
-273.14142,0.99154898,0.25961154,4,15,0,275.12651,5.2028345,3.738651,0.54745444,0.014093446
-273.18252,0.99733335,0.25961154,5,31,0,275.83045,5.1134734,3.2316393,0.4108975,0.011056284
-271.31496,0.96770589,0.25961154,4,31,0,276.39665,4.7267408,0.81202259,0.51462538,0.42462698
-270.70964,0.99851526,0.25961154,4,15,0,272.3209,5.3303004,2.380609,0.71532983,0.088606312
-268.69849,0.99701107,0.25961154,3,7,0,271.66697,5.2603262,1.5623178,0.71744161,0.18593559
-268.67574,0.95862229,0.25961154,3,15,0,270.72051,5.1430036,1.0688815,0.72284377,0.23145147
-268.7213,0.92815203,0.25961154,3,7,0,270.54685,5.116329,2.1505233,0.5676063,0.26725975
-267.50395,1,0.25961154,2,3,0,268.72652,5.1043898,1.6003926,0.54625428,0.2013576
-267.67488,0.99694471,0.25961154,3,15,0,268.85769,4.9607873,1.9306332,0.59763738,0.24574532
-270.48371,0.91155164,0.25961154,3,7,0,271.19246,4.9140998,2.5854008,0.46802199,0.071967495
-269.80992,0.83351922,0.25961154,4,15,0,275.14905,4.9263322,0.90148207,0.67005492,0.28040665
-268.37472,0.95385604,0.25961154,4,15,0,271.59639,5.0958598,0.98192987,0.43628522,0.49011128
-268.85034,0.97911768,0.25961154,4,15,0,269.38592,4.9422517,1.3674708,0.53878156,0.40312034
-267.04987,0.9914531,0.25961154,4,15,0,268.87949,4.9487382,1.3055886,0.54485884,0.30198557
-268.22773,0.81043688,0.25961154,3,15,0,270.97546,4.9920903,0.68732337,0.40044203,0.50556403
