# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = model_model
# start_datetime = 2026-08-20 13:03:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 40
#     num_warmup = 40
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /home/m0hawk/Documents/apin/stan/data/pilots.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/results/profile/pilots/chain.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --filename-in-msg=model.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a.1,a.2,a.3,a.4,a.5,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,mu_a,mu_b,sigma_a,sigma_b,sigma_y,y_hat.1,y_hat.2,y_hat.3,y_hat.4,y_hat.5,y_hat.6,y_hat.7,y_hat.8,y_hat.9,y_hat.10,y_hat.11,y_hat.12,y_hat.13,y_hat.14,y_hat.15,y_hat.16,y_hat.17,y_hat.18,y_hat.19,y_hat.20,y_hat.21,y_hat.22,y_hat.23,y_hat.24,y_hat.25,y_hat.26,y_hat.27,y_hat.28,y_hat.29,y_hat.30,y_hat.31,y_hat.32,y_hat.33,y_hat.34,y_hat.35,y_hat.36,y_hat.37,y_hat.38,y_hat.39,y_hat.40
27.407426,0.8231263,0.028891046,5,51,1,-18.709785,0.3836489,0.47274607,0.52231634,0.37880507,0.54975215,-0.21536964,-0.28438572,-0.040599705,0.045383989,0.058789574,0.53736988,-0.56410729,0.32630841,-0.32913705,0.03743051,4.1192551,0.73981346,0.23818185,0.16827926,0.099263183,0.34304919,0.42903289,0.44243847,0.92101878,-0.18045839,0.70995731,0.25737643,0.18836035,0.43214636,0.51813006,0.53153564,1.0101159,-0.091361225,0.79905448,0.3069467,0.23793063,0.48171664,0.56770033,0.58110592,1.0596862,-0.041790952,0.84862476,0.16343543,0.094419352,0.33820536,0.42418906,0.43759464,0.91617495,-0.18530223,0.70511348,0.33438251,0.26536643,0.50915245,0.59513614,0.60854172,1.087122,-0.014355144,0.87606056
31.364054,0.96715095,0.028891046,4,15,0,-18.425756,0.47849985,0.42046412,0.44897111,0.48885222,0.55489616,-0.22042313,-0.40198269,-0.10835578,-0.56225516,-0.068232765,0.42882227,-0.23772275,0.55356438,0.37436931,0.020080888,4.2455372,0.55983592,0.2411191,0.25807673,0.076517166,0.37014408,-0.083755302,0.41026709,0.90732212,0.2407771,1.0320642,0.20004099,0.018481427,0.31210834,-0.14179104,0.35223135,0.84928638,0.18274136,0.97402849,0.22854799,0.046988425,0.34061534,-0.11328404,0.38073835,0.87779338,0.21124836,1.0025355,0.2684291,0.086869537,0.38049645,-0.073402932,0.42061946,0.91767449,0.25112947,1.0424166,0.33447303,0.15291347,0.44654038,-0.007359,0.48666339,0.98371842,0.3171734,1.1084605
32.713845,0.52027325,0.028891046,4,15,0,-21.754367,0.40392273,0.29608565,0.43161904,0.29858543,0.50096291,-0.079783911,-0.24042836,0.035920067,0.080276654,-0.14307845,0.49003833,-0.3774794,0.37191589,0.013431571,-0.0056595348,3.2358248,0.63425681,0.21290728,0.32413882,0.16349437,0.4398428,0.48419938,0.26084428,0.89396106,0.026443327,0.77583862,0.21630174,0.055657293,0.33200571,0.3763623,0.1530072,0.78612398,-0.081393753,0.66800154,0.35183512,0.19119068,0.4675391,0.51189569,0.28854059,0.92165737,0.054139635,0.80353492,0.21880151,0.05815707,0.33450549,0.37886208,0.15550698,0.78862376,-0.078893976,0.67050131,0.421179,0.26053456,0.53688298,0.58123957,0.35788446,0.99100125,0.12348351,0.8728788
36.778989,0.69376299,0.028891046,4,15,0,-25.928921,0.36969575,0.3644423,0.33715876,0.34259228,0.40512913,0.018319337,-0.25519961,0.046624278,-0.048449656,-0.066069576,0.48123304,-0.38153825,0.45667084,0.17106207,0.024398236,3.6435817,0.57887876,0.21683539,0.38801508,0.11449614,0.41632003,0.32124609,0.30362617,0.85092879,-0.0118425,0.82636659,0.38276163,0.10924269,0.41106658,0.31599264,0.29837272,0.84567534,-0.017095949,0.82111314,0.3554781,0.081959156,0.38378304,0.28870911,0.27108919,0.81839181,-0.044379486,0.79382961,0.36091161,0.087392673,0.38921656,0.29414262,0.2765227,0.82382532,-0.038945969,0.79926312,0.42344847,0.14992953,0.45175341,0.35667948,0.33905956,0.88636218,0.023590884,0.86179998
32.658316,0.58306705,0.028891046,4,31,0,-21.814985,0.22626714,0.24361505,0.38833231,0.3079684,0.47156582,-0.079663169,-0.069548202,0.073846911,0.0387994,0.3795772,0.55291542,-0.16665607,0.62759356,-0.20315003,0.037376769,3.4665172,0.50247854,0.23715932,0.14660397,0.15671894,0.30011405,0.26506654,0.60584434,0.77918256,0.059611067,0.8538607,0.16395188,0.17406685,0.31746196,0.28241445,0.62319226,0.79653048,0.076958983,0.87120861,0.30866914,0.31878411,0.46217922,0.42713171,0.76790952,0.94124774,0.22167624,1.0159259,0.22830524,0.2384202,0.38181532,0.3467678,0.68754561,0.86088383,0.14131233,0.93556196,0.39190265,0.40201762,0.54541273,0.51036522,0.85114303,1.0244812,0.30490975,1.0991594
33.048053,0.59840331,0.028891046,4,31,0,-20.797028,0.16877556,0.20020228,0.13681742,0.073550918,0.21653383,0.29356673,-0.15423213,0.41086349,-0.11714578,-0.01063908,0.95809876,-0.12046737,0.67985858,0.0038979893,0.016627655,2.6586836,0.54112957,0.25336583,0.46234229,0.014543423,0.57963904,0.051629771,0.15813648,1.1268743,0.048308189,0.84863413,0.49376901,0.045970147,0.61106577,0.083056495,0.1895632,1.158301,0.079734913,0.88006086,0.43038415,-0.017414711,0.54768091,0.019671638,0.12617834,1.0949162,0.016350055,0.816676,0.36711765,-0.080681215,0.4844144,-0.043594867,0.062911838,1.0316497,-0.04691645,0.75340949,0.51010056,0.062301699,0.62739732,0.099388048,0.20589475,1.1746326,0.096066465,0.89639241
39.552831,0.87610322,0.028891046,4,29,0,-25.11765,0.23466085,0.2891294,0.16347157,0.24929973,0.37157534,-0.023944115,-0.048213907,0.2863425,-0.17368616,0.097840149,0.76122792,-0.019396382,0.58462568,0.032842785,0.020487051,1.870482,0.52335654,0.24615606,0.21071674,0.18644695,0.52100335,0.06097469,0.332501,0.99588877,0.21526447,0.81928653,0.26518528,0.24091549,0.5754719,0.11544324,0.38696955,1.0503573,0.26973302,0.87375508,0.13952745,0.11525766,0.44981407,-0.010214592,0.26131172,0.92469949,0.14407519,0.74809725,0.22535561,0.20108582,0.53564222,0.075613564,0.34713988,1.0105276,0.22990334,0.8339254,0.34763122,0.32336143,0.65791784,0.19788918,0.46941549,1.1328033,0.35217896,0.95620101
43.261957,0.85161374,0.028891046,5,40,1,-31.927596,0.16698804,0.2199518,0.15602272,0.17911385,0.36487327,0.20735328,-0.10022295,0.15447559,-0.025546309,0.22583696,0.65392681,-0.13003707,0.7883077,-0.01962932,0.025701284,1.1253804,0.62313178,0.19010508,0.37434132,0.066765096,0.32146363,0.14144173,0.392825,0.82091486,0.036950973,0.95529575,0.42730508,0.11972885,0.37442739,0.19440549,0.44578876,0.87387862,0.08991473,1.0082595,0.363376,0.055799773,0.31049831,0.13047641,0.38185968,0.80994953,0.025985649,0.94433042,0.38646713,0.078890903,0.33358944,0.15356754,0.40495081,0.83304067,0.04907678,0.96742155,0.57222655,0.26465032,0.51934886,0.33932696,0.59071023,1.0188001,0.2348362,1.153181
45.49701,0.79215208,0.028891046,3,15,0,-38.54486,0.15169622,0.15270052,0.21204225,0.18513702,0.26579615,0.07147907,-0.023682807,0.28392729,-0.030466482,0.22262768,0.81300154,-0.083262831,0.78411035,0.060601202,0.023120703,1.1814076,0.50814069,0.17352274,0.22317529,0.12801342,0.43562351,0.12122974,0.3743239,0.96469776,0.068433392,0.93580658,0.22417959,0.12901771,0.43662781,0.12223404,0.37532819,0.96570206,0.069437686,0.93681087,0.28352132,0.18835945,0.49596955,0.18157577,0.43466993,1.0250438,0.12877942,0.99615261,0.25661609,0.16145421,0.46906431,0.15467054,0.4077647,0.99813856,0.10187419,0.96924737,0.33727522,0.24211334,0.54972344,0.23532966,0.48842382,1.0787977,0.18253332,1.0499065
44.085588,0.47730698,0.028891046,5,31,0,-41.747786,0.106146,0.14938006,0.14783195,0.074733695,0.22253957,0.23939246,-0.077401819,0.21662474,0.053029682,0.24670479,0.70487877,-0.087148751,0.6290971,-0.0033384021,0.03098281,1.2930646,0.46745876,0.21049311,0.34553846,0.028744179,0.32277074,0.15917568,0.35285079,0.81102476,0.018997247,0.7352431,0.38877252,0.071978244,0.36600481,0.20240974,0.39608485,0.85425883,0.062231311,0.77847717,0.38722441,0.070430131,0.36445669,0.20086163,0.39453674,0.85271072,0.060683198,0.77692905,0.31412615,-0.0026681243,0.29135844,0.12776338,0.32143848,0.77961246,-0.012415057,0.7038308,0.46193203,0.14513775,0.43916431,0.27556925,0.46924436,0.92741833,0.13539081,0.85163667
37.366334,0.42233506,0.028891046,4,15,0,-30.617722,0.18975606,0.18776589,0.24581297,0.17803965,0.21017334,0.040303365,0.092776294,0.3378029,0.047574883,0.41038247,0.88333658,0.11827959,0.72995634,-0.047878447,0.018215271,1.4892962,0.40685052,0.27246099,0.23005942,0.28253235,0.52755896,0.23733094,0.60013853,1.0730926,0.30803564,0.9197124,0.22806926,0.28054219,0.52556879,0.23534077,0.59814836,1.0711025,0.30604548,0.91772223,0.28611633,0.33858926,0.58361587,0.29338785,0.65619544,1.1291495,0.36409255,0.97576931,0.21834302,0.27081595,0.51584255,0.22561453,0.58842212,1.0613762,0.29631924,0.90799599,0.2504767,0.30294963,0.54797624,0.25774822,0.62055581,1.0935099,0.32845292,0.94012968
36.298488,0.81185426,0.028891046,4,31,0,-27.339791,-0.08046621,-0.13202858,0.020363538,0.032537615,0.2778315,0.1982519,0.02394711,0.29319301,0.05680545,0.48963304,0.99923217,0.2013998,0.77708058,0.078883279,0.046832365,1.4736262,0.44341314,0.27365579,0.11778569,-0.0565191,0.2127268,-0.02366076,0.40916683,0.91876596,0.12093359,0.69661437,0.066223324,-0.10808147,0.16116444,-0.075223125,0.35760446,0.86720359,0.069371222,0.645052,0.21861544,0.044310647,0.31355655,0.077168988,0.50999658,1.0195957,0.22176334,0.79744412,0.23078952,0.056484725,0.32573063,0.089343066,0.52217065,1.0317698,0.23393741,0.80961819,0.4760834,0.30177861,0.57102452,0.33463695,0.76746454,1.2770637,0.4792313,1.0549121
40.312373,0.52785223,0.028891046,4,15,0,-26.9721,0.13499784,0.23502113,0.10507499,0.13736224,0.17854206,0.28357862,0.056641978,0.37908033,0.14172195,0.17648929,0.7257597,-0.13273644,0.81481531,0.032703039,0.0081987825,1.3929838,0.45600999,0.19181836,0.41857646,0.19163982,0.51407817,0.27671979,0.31148713,0.86075753,0.0022613945,0.94981315,0.51859975,0.29166311,0.61410146,0.37674308,0.41151042,0.96078082,0.10228469,1.0498364,0.38865361,0.16171697,0.48415532,0.24679694,0.28156428,0.83083468,-0.027661455,0.9198903,0.42094086,0.19400421,0.51644257,0.27908418,0.31385153,0.86312193,0.0046257924,0.95217755,0.46212068,0.23518404,0.55762239,0.32026401,0.35503135,0.90430175,0.045805614,0.99335737
41.428483,0.65540175,0.028891046,4,31,0,-34.258593,0.070812294,-0.029034368,0.20892166,0.081183268,0.25658071,0.091516144,0.0099518295,0.20157225,0.054116603,0.47434923,0.77758626,0.03553883,0.65643047,-0.0051249897,0.040079979,0.80627523,0.45854955,0.26460748,0.16232844,0.080764124,0.27238454,0.1249289,0.54516152,0.84839856,0.10635112,0.72724276,0.062481776,-0.019082539,0.17253788,0.025082235,0.44531486,0.7485519,0.0065044621,0.6273961,0.30043781,0.21887349,0.41049391,0.26303826,0.68327089,0.98650793,0.24446049,0.86535213,0.17269941,0.091135098,0.28275552,0.13529987,0.55553249,0.85876953,0.1167221,0.73761374,0.34809686,0.26653254,0.45815296,0.31069732,0.73092994,1.034167,0.29211954,0.91301118
44.2728,0.45239354,0.028891046,4,15,0,-35.582156,0.15932039,0.29573142,0.14097966,0.19257114,0.21882562,0.14970585,0.0017774357,0.29299898,-0.0035945449,0.11783328,0.72252562,0.022618328,0.78995803,0.0067231104,0.029255205,0.7855841,0.50505792,0.19526068,0.30902623,0.16109782,0.45231936,0.15572584,0.27715367,0.88184601,0.18193871,0.94927842,0.44543727,0.29750885,0.58873039,0.29213687,0.4135647,1.018257,0.31834974,1.0856894,0.29068551,0.1427571,0.43397864,0.13738512,0.25881295,0.86350528,0.16359799,0.93093769,0.34227699,0.19434858,0.48557012,0.1889766,0.31040443,0.91509677,0.21518947,0.98252917,0.36853147,0.22060305,0.5118246,0.21523107,0.3366589,0.94135124,0.24144395,1.0087837
45.654001,0.69564858,0.028891046,5,35,1,-37.003228,0.31464825,0.29795172,0.47058544,0.36228086,0.52116453,-0.017741152,-0.28077987,0.03324547,-0.25049943,0.084258176,0.48520638,-0.34481244,0.44436212,0.017022818,0.014267876,0.85773261,0.49614907,0.1966419,0.2969071,0.03386838,0.34789372,0.064148821,0.39890643,0.79985463,-0.030164191,0.75901037,0.28021057,0.017171849,0.33119719,0.04745229,0.3822099,0.7831581,-0.046860722,0.74231384,0.45284429,0.18980557,0.50383091,0.22008601,0.55484362,0.95579182,0.125773,0.91494756,0.34453971,0.081500993,0.39552633,0.11178143,0.44653904,0.84748724,0.017468421,0.80664298,0.50342338,0.24038466,0.55441,0.2706651,0.60542271,1.0063709,0.17635209,0.96552665
46.180541,0.28270804,0.028891046,4,28,1,-40.353678,0.36926416,0.36924337,0.43790135,0.314649,0.56755379,0.038698482,-0.28084474,0.021166775,-0.24768969,0.091505973,0.59225848,-0.38455883,0.44225737,0.058889152,0.001190309,0.74203659,0.47650096,0.19231667,0.40796264,0.088419419,0.39043093,0.12157447,0.46077013,0.96152264,-0.015294668,0.81152153,0.40794185,0.08839863,0.39041015,0.12155368,0.46074934,0.96150185,-0.015315457,0.81150074,0.47659984,0.15705661,0.45906813,0.19021166,0.52940733,1.0301598,0.053342525,0.88015872,0.35334748,0.033804258,0.33581577,0.066959308,0.40615497,0.90690748,-0.069909829,0.75690637,0.60625227,0.28670905,0.58872056,0.3198641,0.65905976,1.1598123,0.18299496,1.0098112
43.224923,0.53388439,0.028891046,4,31,0,-36.549904,0.36784757,0.42970701,0.40899236,0.44125307,0.38789024,-0.21875769,-0.2411502,0.041732492,-0.21373353,-0.028482155,0.5161363,-0.15032554,0.50076523,0.062153289,0.024358854,0.5574917,0.57556666,0.17957272,0.14908988,0.12669737,0.40958006,0.15411404,0.33936542,0.88398388,0.21752203,0.8686128,0.21094932,0.18855681,0.47143951,0.21597348,0.40122486,0.94584332,0.27938147,0.93047225,0.19023467,0.16784216,0.45072486,0.19525883,0.38051021,0.92512867,0.25866682,0.90975759,0.22249538,0.20010286,0.48298556,0.22751954,0.41277091,0.95738937,0.29092753,0.9420183,0.16913254,0.14674003,0.42962273,0.1741567,0.35940808,0.90402654,0.2375647,0.88865547
42.60776,0.62729272,0.028891046,4,23,0,-34.341258,0.27488562,0.40382486,0.53671251,0.47111918,0.56662986,-0.12620237,-0.33989088,-0.016023105,-0.095607536,-0.082414934,0.46068857,-0.21272861,0.34503236,0.061344222,0.011842935,0.58384253,0.63635905,0.20527275,0.14868325,-0.065005255,0.25886252,0.17927809,0.19247069,0.73557419,0.062157015,0.61991799,0.27762249,0.063933987,0.38780176,0.30821733,0.32140993,0.86451343,0.19109626,0.74885723,0.41051014,0.19682164,0.52068941,0.44110498,0.45429758,0.99740108,0.32398391,0.88174488,0.34491681,0.13122831,0.45509608,0.37551165,0.38870425,0.93180776,0.25839058,0.81615155,0.44042748,0.22673898,0.55060675,0.47102232,0.48421492,1.0273184,0.35390125,0.91166222
42.16419,0.89736551,0.028891046,4,15,0,-33.804714,0.32698842,0.39536704,0.48529946,0.37692697,0.43482087,-0.024828525,-0.40337902,-0.0059976107,-0.13857529,-0.1253301,0.59991331,-0.36260362,0.37497817,0.027080399,0.011255703,0.59246249,0.62977295,0.17861029,0.3021599,-0.0763906,0.32099081,0.18841314,0.20165832,0.92690173,-0.035615199,0.7019666,0.37053852,-0.0080119798,0.38936943,0.25679176,0.27003695,0.99528035,0.032763421,0.77034522,0.46047093,0.081920435,0.47930185,0.34672417,0.35996936,1.0852128,0.12269584,0.86027763,0.35209845,-0.026452053,0.37092936,0.23835168,0.25159687,0.97684028,0.014323348,0.75190514,0.40999234,0.031441843,0.42882326,0.29624558,0.30949077,1.0347342,0.072217244,0.80979904
42.559782,0.9003035,0.028891046,4,31,0,-33.233909,0.31170565,0.41590716,0.41090715,0.51693736,0.55191277,0.030370073,-0.41022782,-0.023136998,-0.15906763,0.065283534,0.63675764,-0.30337213,0.60911334,0.040595555,0.016556749,0.48568816,0.58010826,0.18933859,0.34207573,-0.098522166,0.28856866,0.15263802,0.37698919,0.9484633,0.0083335229,0.920819,0.44627723,0.0056793382,0.39277016,0.25683953,0.48119069,1.0526648,0.11253503,1.0250205,0.44127722,0.00067932739,0.38777015,0.25183952,0.47619068,1.0476648,0.10753502,1.0200205,0.54730743,0.10670954,0.49380036,0.35786973,0.58222089,1.153695,0.21356523,1.1260507,0.58228285,0.14168495,0.52877577,0.39284514,0.61719631,1.1886704,0.24854064,1.1610261
46.973461,0.29947906,0.028891046,3,13,0,-24.30731,0.40971908,0.46939264,0.37297819,0.48394277,0.42367232,-0.057467442,-0.2475332,0.016569452,-0.1818949,-0.018426428,0.56698891,-0.2047526,0.59034892,0.045069075,-0.0014010095,0.41882509,0.56180294,0.21147421,0.35225164,0.16218588,0.42628854,0.22782419,0.39129266,0.97670799,0.20496648,1.000068,0.4119252,0.22185943,0.48596209,0.28749774,0.45096621,1.0363815,0.26464004,1.0597416,0.31551075,0.12544499,0.38954765,0.1910833,0.35455177,0.9399671,0.16822559,0.96332712,0.42647533,0.23640957,0.50051222,0.30204787,0.46551634,1.0509317,0.27919017,1.0742917,0.36620488,0.17613912,0.44024178,0.24177743,0.4052459,0.99066123,0.21891972,1.0140212
45.718728,0.42201959,0.028891046,4,15,0,-39.536998,0.37249417,0.37528637,0.42808167,0.33074991,0.49933217,-0.033783996,-0.42183556,-0.047087118,-0.17524942,0.12593706,0.66142366,-0.28869426,0.40483059,0.013642066,-0.012398793,0.36825047,0.56129876,0.20137746,0.33871018,-0.049341389,0.32540705,0.19724475,0.49843123,1.0339178,0.083799911,0.77732476,0.34150237,-0.046549194,0.32819925,0.20003695,0.50122343,1.03671,0.086592106,0.78011695,0.39429768,0.0062461144,0.38099456,0.25283226,0.55401873,1.0895053,0.13938741,0.83291226,0.29696592,-0.091085646,0.2836628,0.1555005,0.45668697,0.99217357,0.042055654,0.7355805,0.46554817,0.077496606,0.45224505,0.32408275,0.62526923,1.1607558,0.21063791,0.90416275
43.15068,0.25672929,0.028891046,3,15,0,-34.53723,0.33875289,0.29942455,0.40188322,0.40797344,0.34230681,-0.22423498,-0.35077754,0.1436044,-0.18894168,0.13767132,0.64643307,-0.2229215,0.53872674,0.0086127348,0.017117862,0.40857866,0.68659257,0.21545787,0.11451791,-0.012024647,0.48235729,0.14981121,0.4764242,0.98518596,0.11583139,0.87747963,0.075189568,-0.051352984,0.44302896,0.11048287,0.43709587,0.94585763,0.076503054,0.83815129,0.17764824,0.051105688,0.54548763,0.21294154,0.53955454,1.0483163,0.17896173,0.94060996,0.18373845,0.0571959,0.55157784,0.21903175,0.54564475,1.0544065,0.18505194,0.94670018,0.11807182,-0.0084707272,0.48591121,0.15336513,0.47997812,0.98873988,0.11938531,0.88103355
