# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = blr_model
# start_datetime = 2026-08-20 13:54:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /home/m0hawk/Documents/apin/stan/data/blr.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/blr/rep1/chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/blr__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
-166.86024,0.98489568,0.10888843,3,15,0,168.7159,0.99893564,0.99988952,0.99903354,0.99972913,0.99858269,1.0861685
-169.21205,0.9253999,0.10888843,3,7,0,170.69629,0.99895882,0.99952958,0.9992964,1.0003436,0.99838072,1.0854065
-165.63319,0.88841756,0.10888843,3,7,0,175.18028,0.99975701,0.99794891,0.99720662,0.99823927,0.9990774,1.1134105
-166.00139,0.9795088,0.10888843,4,31,0,167.54133,0.99942116,0.99768024,0.99701913,0.99783158,0.99895401,1.0266437
-168.05414,0.82567738,0.10888843,4,31,0,173.01468,0.99904287,0.99741048,0.99700948,0.99830019,0.99645554,1.1757092
-164.26329,0.99305609,0.10888843,4,23,0,169.85084,0.99962316,0.99823592,0.99703984,0.99773885,0.99776776,1.0965354
-167.26249,0.97190219,0.10888843,4,31,0,169.19801,1.0000711,0.99866428,0.99801203,0.99803895,0.99802418,1.249743
-165.67861,0.99784152,0.10888843,3,15,0,168.02049,0.99894244,0.99845459,0.9983949,0.99861153,0.99877777,1.2154361
-164.25599,0.92130286,0.10888843,3,15,0,168.5618,0.99913985,0.99900198,0.99758089,0.99899744,0.99786182,1.1296029
-163.15452,0.97771655,0.10888843,3,15,0,166.60801,0.99944043,0.99865469,0.9976614,0.99818573,0.99872416,1.0937097
-163.91837,0.93114404,0.10888843,3,7,0,166.06669,0.99916751,0.9985726,0.99755512,0.99902907,0.99770763,1.1094389
-164.72185,0.9414578,0.10888843,4,31,0,166.4498,0.99866691,0.99888116,0.99809955,0.99894095,0.99874307,1.1271985
-163.66502,0.99511829,0.10888843,3,15,0,165.2062,1.0006403,0.99871838,0.9984982,0.99924765,0.99919434,1.116862
-163.95649,0.98240291,0.10888843,5,31,0,165.16234,0.99880875,0.99795017,0.9969569,0.99774372,0.99715567,0.93323769
-163.49613,0.96988306,0.10888843,4,15,0,165.38315,0.99874122,0.99804456,0.99677384,0.99805604,0.99741897,0.94049307
-164.47943,0.97951126,0.10888843,4,31,0,168.07745,1.0007659,1.0004316,0.99920383,1.0001248,0.99952672,1.1488071
-166.82583,0.81894533,0.10888843,3,7,0,167.39735,1.000528,0.99949307,0.9989313,1.0006813,1.0003696,1.1545696
-168.03342,0.86139418,0.10888843,5,31,0,171.16464,0.99821985,0.99820073,0.99729239,0.9978687,0.99909236,1.0237694
-165.67536,0.99428395,0.10888843,2,3,0,170.19112,0.99944039,0.99855947,0.99791288,0.99923857,0.9973243,1.0237257
-165.78849,0.96171147,0.10888843,3,15,0,168.44382,1.0007489,0.99885654,0.99827734,0.99966406,0.99817349,1.0881511
-164.63358,0.95387929,0.10888843,3,7,0,168.54485,0.9992583,0.99863304,0.99829031,0.99901865,0.99953808,1.064278
-165.58258,0.90626134,0.10888843,3,15,0,169.46186,1.0005698,1.0005819,0.99856637,0.99979255,0.99887862,1.0832866
-164.12518,0.96523248,0.10888843,2,7,0,167.20521,1.0009933,1.000458,0.99918951,0.9998769,0.99943176,1.0949639
-163.58483,0.9191047,0.10888843,4,23,0,166.38398,0.999627,0.99865605,0.99757208,0.9978901,0.99826593,1.0914995
-164.15376,0.99359942,0.10888843,3,15,0,165.89118,0.9983979,0.99745115,0.99714164,0.99798499,0.99721392,1.1436479
-166.11757,0.95052847,0.10888843,4,15,0,170.06136,1.0020815,0.9999974,1.0007115,1.0011058,1.0006543,1.0652414
-167.36577,0.87806314,0.10888843,4,23,0,172.07228,0.9995543,0.99722469,0.9973593,0.99737438,0.9976348,1.2291755
-165.98652,0.80570622,0.10888843,4,23,0,172.52896,0.99992883,0.99810369,0.99828068,0.99782805,0.99749835,1.0398539
-165.53821,0.98713068,0.10888843,3,7,0,167.43325,1.0001908,0.9977836,0.99806038,0.9980978,0.99774224,1.0437455
-164.02003,0.99331023,0.10888843,3,15,0,170.02943,0.99845199,0.99823801,0.99763487,0.99867518,0.99840623,0.97681878
-163.37214,0.85795058,0.10888843,3,7,0,167.2973,0.99879517,0.99826419,0.99810083,0.9977681,0.99805261,0.98145968
-162.46548,0.73372809,0.10888843,2,3,0,166.76241,0.99941434,0.99852055,0.9972292,0.9984429,0.99819037,0.98155454
-163.09116,0.8126817,0.10888843,3,15,0,166.82086,1.0004958,0.99949201,0.99957388,0.99967929,0.99901453,0.99809953
-162.99846,0.98058472,0.10888843,3,15,0,164.58502,0.99989927,0.99871228,0.99755716,0.99886461,0.99817092,0.96844676
-163.79939,0.82780518,0.10888843,3,15,0,166.95484,0.99985774,0.99784149,0.99757249,0.99855463,0.9986051,0.96142319
-164.15014,0.78705061,0.10888843,4,31,0,167.82282,0.99959927,0.99778446,0.99711536,0.99748726,0.99790254,1.0368734
-168.91533,0.95089089,0.10888843,4,15,0,171.06398,0.99866372,0.99638986,0.99641586,0.99770905,0.99755756,0.89244288
-164.91039,0.97251469,0.10888843,3,7,0,169.11641,0.99841863,0.99716825,0.99689919,0.99745223,0.99734555,0.88949778
-162.43917,0.85772062,0.10888843,4,15,0,166.96591,0.99928843,0.99796472,0.9982957,0.99853063,0.9983673,1.0162429
-162.17547,0.95455739,0.10888843,3,11,0,164.23543,0.99982372,0.99913313,0.99819625,0.99866302,0.99858681,0.98466657
-163.62204,0.78854803,0.10888843,3,15,0,168.74677,0.99883424,0.99698409,0.99740061,0.99761935,0.99762788,1.015273
-165.54151,0.88045848,0.10888843,5,31,0,169.30891,1.0010511,0.99939456,0.99974869,1.0000956,0.9994829,0.89525868
-166.06348,0.78547054,0.10888843,2,7,0,169.48109,0.9998573,1.0003496,0.99862256,0.99976625,0.99945583,0.92035591
-164.91995,0.98527478,0.10888843,2,7,0,167.19179,1.0011752,0.9992698,0.99958564,0.99982725,0.99952904,0.91819623
-166.99648,0.58231642,0.10888843,4,23,0,172.18215,0.99953873,0.99871826,0.99697266,0.9976057,0.99804393,1.2125143
-165.58695,1,0.10888843,3,7,0,167.93167,0.99903768,0.99793902,0.99836628,0.99907077,0.99797838,1.1762441
-166.37219,0.95722007,0.10888843,3,7,0,167.7265,0.99876333,0.99821645,0.9980036,0.9994541,0.99799625,1.1725925
-163.62859,0.98809175,0.10888843,4,23,0,168.20827,0.99915818,0.99877632,0.9986051,0.99952087,0.99852072,1.0190372
-161.90957,0.99348648,0.10888843,2,7,0,163.93671,0.99987107,0.99908902,0.99836053,0.9993633,0.9986481,1.0114433
-163.91391,0.74971178,0.10888843,3,7,0,165.56067,0.99987605,0.99781127,0.99827371,0.99864394,0.99794295,1.0113151
-163.66958,0.98684789,0.10888843,3,15,0,166.96287,0.99878104,0.99880022,0.99734243,0.99823239,0.99812109,0.94219654
-163.66903,0.95668523,0.10888843,2,3,0,164.97849,0.99888412,0.99866322,0.99729959,0.99846254,0.99758724,0.94921288
-164.34536,0.92541558,0.10888843,4,31,0,165.97182,1.0011799,0.99934181,0.99983633,0.99996939,1.0002886,1.0099287
-164.25726,0.84968372,0.10888843,3,15,0,167.29516,1.0001605,1.0001831,0.9986483,0.99940449,0.99865083,1.0271578
-165.12816,0.84427552,0.10888843,3,15,0,169.62035,1.000362,0.99834214,0.99894646,0.99827188,0.99912178,1.097474
-165.3437,0.96182361,0.10888843,2,7,0,167.36708,1.0001269,0.99848136,0.99883834,0.99848443,0.99967847,1.1067782
-164.43456,1,0.10888843,3,7,0,165.98846,0.99982031,0.99946384,0.99854026,0.99979081,0.9982105,1.0816838
-164.24248,0.91628843,0.10888843,3,7,0,166.8926,1.0001986,0.9984639,0.99826762,0.99843252,0.99939658,1.0706265
-164.64899,0.96496555,0.10888843,3,15,0,166.71281,0.99978511,0.99901553,0.99914049,0.99996638,0.99843637,1.0394129
-166.22531,0.89688631,0.10888843,4,19,0,171.18163,0.99889109,0.99840768,0.99940591,0.99863851,0.99848021,1.0116061
-166.42343,0.77072264,0.10888843,3,7,0,171.07311,1.0004742,0.99913185,0.99711064,0.99865025,0.99896762,1.0074282
-167.27496,0.93729738,0.10888843,3,15,0,173.18229,0.9987842,0.99789472,0.99916663,0.99893038,0.99786633,1.087295
-163.01251,0.89316099,0.10888843,2,3,0,169.86079,0.99928644,0.9986278,0.99722277,0.9987593,0.99817818,1.0889496
-164.40889,0.85623375,0.10888843,4,23,0,166.93512,0.99923688,0.99929804,0.99869226,0.99898836,0.99815659,1.1217388
-164.0353,0.88364007,0.10888843,4,27,0,169.54864,1.0007234,0.99963863,1.0001161,1.0003217,0.99973081,0.9759912
-163.23457,0.89261915,0.10888843,4,15,0,166.42539,1.0002502,0.99878653,0.99858702,0.99847949,0.9989662,0.96817614
-163.09633,0.93351558,0.10888843,3,7,0,165.53074,0.99957949,0.99928638,0.99821852,0.99930887,0.99892296,0.9296669
-164.2074,0.81809938,0.10888843,2,3,0,165.76528,1.0001383,0.99870902,0.99939243,0.99899785,0.99885474,0.93903087
-163.62232,0.90864782,0.10888843,3,11,0,167.55562,1.0007244,0.99975649,0.99952774,0.99975622,0.99908311,0.95366389
-164.5864,0.86559932,0.10888843,2,3,0,166.29919,1.000811,1.0000347,0.99971779,0.99936748,0.99964425,0.94093086
-164.57939,0.9837102,0.10888843,3,7,0,165.9573,1.0006879,0.99994034,0.99889617,1.0004485,0.99974099,0.92471602
-163.97275,0.99691843,0.10888843,2,7,0,165.04856,1.0009982,0.99968102,0.99967835,0.9999002,0.99989651,0.92064676
-164.56203,0.92480939,0.10888843,4,15,0,166.25914,0.99821554,0.9971585,0.99693739,0.99767225,0.99725679,0.90885949
-162.20092,0.79538313,0.10888843,4,31,0,166.9616,0.99905414,0.99799447,0.99797581,0.99816536,0.99800093,0.98871458
-161.99051,0.81245314,0.10888843,3,7,0,164.38299,0.9990777,0.99833688,0.99803801,0.99843805,0.99844568,1.0057579
-161.99467,0.88693401,0.10888843,3,15,0,164.24498,1.0003199,0.99920953,0.99860646,0.99961529,0.99919191,1.0115971
-166.6174,0.54209177,0.10888843,2,3,0,167.06569,1.0014026,0.99918541,0.99924351,0.99905935,0.99880745,1.0167188
-163.18971,0.98345893,0.10888843,3,7,0,167.77294,1.0000231,0.99932055,0.99902578,0.99993817,0.99872296,1.0244778
-162.26838,0.90961025,0.10888843,4,23,0,165.93353,1.0000805,0.99950444,0.99903135,0.99952812,0.99951031,1.0124772
-162.60256,0.954246,0.10888843,3,15,0,163.1769,1.0003293,0.99966892,0.99866671,0.99906241,0.99920161,1.0067251
-163.47185,0.942022,0.10888843,3,15,0,165.0816,0.99999434,0.99941678,0.99769715,0.99941386,0.99862729,0.99393283
-163.79589,0.83658241,0.10888843,3,15,0,166.64614,0.99946756,0.99793528,0.99885075,0.99849762,0.99830647,1.0259281
-162.40301,1,0.10888843,2,3,0,164.52408,0.99957843,0.99834874,0.99793773,0.99917818,0.99838157,1.029697
-162.90663,0.91860371,0.10888843,3,15,0,165.75352,0.99858966,0.9978039,0.99740972,0.99749771,0.99793075,0.99529146
-163.11436,0.97813748,0.10888843,3,15,0,165.16924,1.0008054,1.0000176,0.99896968,0.99970849,0.99992869,1.0358907
-164.84597,0.85324345,0.10888843,4,15,0,166.63436,1.0014717,1.0004363,1.0003638,1.0000848,1.0006871,1.0291131
-163.12483,0.91070203,0.10888843,4,23,0,168.04172,0.9997395,0.99845573,0.99870034,0.99837481,0.99855864,0.95694398
-164.69282,0.82903449,0.10888843,3,7,0,165.83812,0.99997899,0.99977605,0.99840681,0.99869835,0.99927328,0.94692084
-163.99418,0.95475715,0.10888843,3,11,0,167.38213,0.99945884,0.99810322,0.99843269,0.99848796,0.99920313,0.99558507
-168.09028,0.99568888,0.10888843,4,15,0,171.49477,0.99851702,0.99791766,0.99662786,0.99817838,0.998067,0.84415103
-167.67217,0.9617711,0.10888843,3,7,0,170.46687,0.99923619,0.99801677,0.99831928,0.99772985,0.9980921,0.84909028
-164.70267,0.87790634,0.10888843,4,31,0,170.10634,1.0001961,1.0000835,0.99840261,0.99893367,0.99892288,1.1110528
-165.60387,0.90023517,0.10888843,3,15,0,167.99195,0.9998306,0.99814435,0.99887062,0.99958735,0.99816623,1.1053115
-163.78823,0.99091892,0.10888843,3,15,0,166.79016,0.99961525,0.99950014,0.99851881,0.9994063,0.99817363,1.0538562
-163.90257,0.74319809,0.10888843,3,7,0,169.56821,1.0007261,0.99868976,0.99919058,0.99937633,0.99972232,1.0201914
-161.81123,0.8626513,0.10888843,2,3,0,165.74122,0.99987385,0.99927237,0.99870485,0.99930917,0.99900757,1.0130854
-164.14539,0.83940586,0.10888843,3,11,0,164.71263,1.0002741,0.99882119,0.99848172,1.0000763,0.99926931,0.97365006
-166.64886,0.87761106,0.10888843,3,7,0,168.04199,1.0000181,0.9985475,0.99761748,0.99993564,0.9990138,0.94732394
-164.82628,0.99573661,0.10888843,3,11,0,168.34096,1.0002292,0.99968785,0.99971707,0.99896471,0.99899039,0.9879714
-168.93934,0.55410647,0.10888843,2,3,0,172.93136,1.0009988,0.99864206,0.99973596,0.99865098,0.9985491,0.98864987
-163.80142,1,0.10888843,2,3,0,169.43868,1.0003401,0.99879546,0.99959786,0.99928831,0.99902691,0.98649776
-166.48377,0.53249974,0.10888843,2,3,0,169.37043,1.0005282,0.99892381,0.99948051,0.99865321,0.99999889,0.98679424
-164.90602,1,0.10888843,3,7,0,168.92963,1.0006632,0.99962418,0.99864405,1.0002807,0.99885934,0.94865391
-164.73218,0.89161803,0.10888843,4,19,0,168.3048,0.9983589,0.99681181,0.99738667,0.99743487,0.99698293,1.0941872
-164.43034,0.81930176,0.10888843,4,23,0,169.00887,1.0005299,0.99918905,0.99941349,0.99936114,1.0000822,0.9613829
-164.75709,0.94367706,0.10888843,4,23,0,168.66685,1.0001048,0.99970342,0.99970977,0.99952261,0.99894887,1.1422513
-168.37037,0.77059506,0.10888843,3,7,0,169.84389,1.0005932,0.99959195,0.99823565,1.00076,1.0002468,1.1627522
-165.73337,0.98452875,0.10888843,4,31,0,169.98598,0.99834334,0.99806726,0.9977232,0.99711483,0.99701727,1.0735638
-167.27866,0.68769957,0.10888843,3,7,0,173.15563,0.99886491,0.99665933,0.99646527,0.99822207,0.99813653,1.104145
-163.66785,1,0.10888843,3,7,0,168.12156,0.99884264,0.99762551,0.99761579,0.9975894,0.99724109,1.0837624
-162.44216,0.96907129,0.10888843,2,3,0,164.39083,0.99884266,0.99787981,0.99763386,0.99818045,0.99813134,1.0728007
